gene,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
b2745,1156,1271,1254,142,174,67,1401,1490,1529,1051,1034,1205,10,30,23,35,37,26,7,41,9,184,147,42,825,813,1285,64,59,54,759,825,1152,256,333,271,1180,1886,1007,420,432,495,1768,2181,1503,1329,1153,1615,0,0,0,3,0,0,3,7,0,2,0,0
b2746,437,433,387,19,14,5,449,350,349,210,195,173,0,4,4,2,4,0,8,3,3,26,28,7,254,221,318,7,4,4,133,119,226,28,43,51,360,460,326,52,67,52,422,493,457,244,241,300,1,0,0,1,0,0,0,0,0,0,0,0
b2747,546,565,554,10,19,9,324,374,597,221,216,254,1,9,6,3,5,2,1,5,1,23,13,1,304,274,466,7,8,2,137,155,283,31,37,59,421,464,278,50,58,74,361,435,564,321,181,315,2,0,0,1,0,0,0,1,0,0,0,0
b2748,687,701,517,229,267,160,647,593,540,766,784,681,2,5,9,57,56,22,0,26,1,40,34,16,398,355,441,85,72,76,521,537,459,277,252,247,447,489,193,765,844,876,644,749,714,675,780,714,0,1,0,0,0,0,0,3,0,0,0,0
b2749,42,29,60,3,5,0,68,58,71,35,66,30,0,0,0,1,0,2,1,1,1,2,2,1,48,26,25,1,1,2,21,24,68,13,13,31,56,17,63,23,34,38,64,43,53,37,46,67,0,0,0,0,0,0,1,0,0,0,0,0
b2750,5,9,7,23,22,6,31,20,36,121,152,127,2,0,0,1,0,0,0,0,0,2,4,2,60,18,8,6,5,1,19,12,13,60,60,49,8,13,8,125,127,142,35,28,35,67,99,78,0,0,0,0,1,0,0,0,0,0,0,0
b2751,117,203,72,391,373,206,328,268,290,1550,1909,1567,1,3,2,34,28,23,1,11,2,42,18,2,636,331,75,100,83,33,409,230,184,985,1048,862,157,188,142,2504,2165,2201,359,338,148,980,1163,1175,1,1,0,1,0,0,0,1,0,0,0,0
b2752,47,66,33,118,182,56,74,65,85,903,1369,541,4,1,1,8,3,2,0,0,4,24,10,5,838,334,14,24,7,5,186,50,60,652,612,494,68,50,35,1718,1913,1731,175,93,62,409,499,335,0,0,0,0,1,0,0,0,0,0,0,0
b2753,270,453,210,28,49,20,164,229,250,131,147,125,0,9,4,7,2,5,2,3,2,10,9,2,181,237,174,25,16,15,82,72,100,37,29,49,226,275,81,119,90,119,123,236,200,160,123,113,0,0,0,0,0,0,1,2,0,1,0,0
b2754,20,42,20,7,12,1,34,38,24,52,65,46,0,1,0,2,0,2,0,0,0,0,3,5,34,42,22,1,3,3,24,19,36,15,11,20,55,35,19,46,43,27,37,50,38,66,57,39,0,0,0,0,0,0,0,0,0,0,0,0
b2755,67,53,39,17,18,19,84,75,50,77,71,67,0,0,0,6,1,3,0,2,1,6,1,10,35,50,38,6,5,6,52,34,64,30,30,28,44,54,47,43,41,30,67,88,69,66,69,90,0,1,0,0,0,0,0,0,0,0,0,0
b2756,44,63,34,3,13,6,70,112,55,59,49,59,0,1,2,3,1,6,0,7,0,13,7,6,26,54,23,6,2,1,51,46,74,28,31,26,41,70,50,31,21,20,98,105,64,66,63,59,0,0,0,1,0,0,0,0,0,0,0,0
b2757,51,67,37,5,5,2,70,90,45,47,52,28,0,2,1,3,0,0,0,1,0,9,1,2,31,35,20,0,4,5,47,39,60,12,19,22,37,63,30,7,14,11,91,85,71,20,51,43,0,0,0,0,0,0,0,1,0,0,0,0
b2758,22,40,35,11,9,8,79,111,60,36,31,61,0,0,0,2,4,0,0,0,0,5,5,1,20,34,26,0,3,0,56,74,54,16,11,15,21,41,37,18,9,14,86,93,63,32,40,48,0,0,0,0,0,0,1,0,0,0,0,0
b2759,13,23,12,0,2,3,57,56,21,12,26,20,0,0,0,3,0,0,1,1,0,2,1,0,19,5,11,1,0,1,28,30,28,7,8,4,23,27,23,4,3,2,89,72,32,14,11,7,0,0,0,0,0,0,0,0,0,0,0,0
b2760,27,54,28,4,8,1,55,85,43,23,31,36,0,0,0,1,0,0,0,2,0,8,1,2,30,22,22,2,2,2,21,30,51,14,9,30,22,22,36,13,17,35,70,85,52,29,27,24,0,0,0,0,0,0,0,0,0,0,1,0
b2761,56,90,29,17,20,6,193,415,390,259,393,217,5,3,2,4,6,6,0,12,7,50,26,19,288,443,205,11,15,3,172,215,214,28,52,56,212,393,87,35,60,39,206,569,316,265,330,254,0,0,0,2,0,0,0,2,0,0,0,0
b2762,125,114,78,343,363,143,133,117,820,1153,1302,1222,1,1,0,33,32,5,0,13,0,9,8,1,470,130,62,66,54,46,182,68,110,935,955,900,86,175,92,2185,1904,1944,152,116,87,956,932,845,0,0,0,1,0,0,0,2,0,0,0,0
b2763,203,176,222,558,530,152,139,119,831,2510,2822,2756,0,9,4,38,53,12,0,17,11,38,18,4,1392,304,115,78,46,36,392,51,157,1775,1927,1457,262,200,157,4402,3873,3333,164,145,149,2099,1753,1859,1,0,0,1,0,0,1,3,0,1,0,0
b2764,240,226,222,558,609,157,119,147,384,2093,3335,1211,7,3,1,33,43,12,0,14,3,11,17,3,2839,703,113,73,40,20,329,52,122,1878,1966,1281,255,93,98,5292,4474,3685,209,124,174,1251,1331,787,1,1,0,0,1,0,0,6,0,0,0,0
b2765,148,134,115,0,2,0,20,37,175,48,56,27,0,5,4,0,0,0,0,0,0,2,8,0,77,77,43,0,1,1,13,13,75,1,2,2,56,51,26,6,17,21,14,35,142,67,65,59,0,0,0,0,0,0,0,0,0,0,0,0
b2766,100,210,124,8,11,8,76,143,314,73,90,94,16,20,6,2,0,0,1,20,12,69,72,25,219,246,413,3,3,1,50,37,197,10,10,21,271,313,196,19,15,11,82,236,226,105,88,93,0,0,0,0,0,0,0,4,0,0,0,0
b2767,1,8,2,0,0,0,5,3,25,1,0,0,0,0,0,0,0,0,0,1,0,1,3,2,6,3,8,1,0,0,0,3,6,0,0,0,8,5,10,0,0,0,5,9,8,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
b2768,40,66,38,9,4,0,92,155,280,28,47,44,1,2,0,2,2,0,0,0,3,16,23,10,95,73,195,2,0,0,52,54,183,7,5,9,85,90,47,15,26,30,106,291,287,64,24,41,1,0,0,0,0,0,0,0,0,0,0,0
b2769,10,37,21,20,10,3,43,53,31,23,31,48,0,0,0,2,0,0,0,0,2,3,0,0,11,18,12,3,0,0,18,14,26,13,22,13,18,28,18,27,36,21,52,37,22,37,35,43,0,0,0,0,0,0,0,0,0,0,0,0
b2770,13,11,9,2,4,3,23,5,13,13,28,24,0,0,0,1,3,0,0,2,0,0,5,0,10,5,7,0,0,0,14,17,16,5,14,7,8,14,2,14,12,11,23,21,7,11,13,20,0,0,0,0,0,0,0,0,0,0,0,0
b2771,13,15,11,12,11,7,17,16,11,15,16,11,0,0,0,0,1,0,0,0,0,4,1,0,1,4,1,1,1,0,6,8,12,6,10,9,13,8,7,12,10,15,19,22,16,15,21,21,0,0,0,0,0,0,0,0,0,0,0,0
b2774,0,5,0,1,0,0,0,3,6,7,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,7,0,2,1,3,2,9,0,2,0,2,8,3,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
b2775,6,11,1,0,0,3,7,6,11,2,3,5,0,0,0,0,0,0,0,0,0,4,0,1,16,11,6,0,0,0,2,5,10,0,0,6,16,6,15,2,1,7,6,12,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
b2776,44,31,38,16,13,5,46,48,44,45,33,35,0,0,1,1,8,1,0,3,1,5,3,0,48,55,28,6,2,5,16,24,37,22,13,12,44,29,30,57,53,35,54,59,29,42,36,23,0,0,0,0,0,0,0,1,0,0,0,1
b2777,335,381,404,590,658,579,590,466,412,649,836,805,3,2,4,89,112,66,4,7,0,31,7,15,187,275,505,340,260,224,624,568,506,673,722,674,234,202,260,1016,862,1115,741,595,519,637,973,851,0,1,0,0,1,0,1,1,0,0,0,0
b2778,4,4,16,3,5,2,6,9,4,10,1,3,0,0,0,0,3,1,0,0,0,0,1,0,3,9,9,7,1,0,4,8,5,13,5,5,8,1,3,10,4,15,7,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
b2779,59301,76793,76038,41759,56398,38064,60717,37720,50779,51751,60386,59437,426,546,1260,7371,7545,3450,397,946,534,9114,8546,1546,57701,54901,100662,18678,20554,15999,73736,52458,55702,46362,45276,42169,74367,113518,76538,92104,131087,147219,70828,44622,47110,59532,61987,48598,22,35,0,180,80,0,56,462,0,46,41,59
b2780,21638,23873,15043,15972,20608,13514,9919,8953,11377,16841,19239,15490,89,93,284,2641,2312,1102,78,227,97,750,738,189,10170,9662,16906,7439,7356,4732,9349,8828,7396,15077,13818,12907,13401,20778,6084,34714,39682,42599,11084,10320,11204,18250,21734,14609,6,17,0,32,32,0,17,137,0,14,12,5
b2781,879,1230,500,675,1036,570,1914,2325,1175,1521,1502,1154,5,3,10,234,194,86,1,18,4,68,32,20,1384,1468,977,473,393,281,1000,1192,1077,804,600,739,757,817,705,2607,2208,2716,1777,2542,1288,1500,1591,1256,0,1,0,2,3,0,3,9,0,0,0,0
b2782,79,104,49,44,30,26,147,152,99,79,78,61,0,0,0,17,1,4,1,3,2,7,2,0,172,118,96,26,30,20,47,51,112,24,30,42,83,59,72,60,57,39,105,173,117,81,77,58,0,0,0,1,0,0,0,0,0,0,0,0
b2783,44,45,34,54,58,28,114,126,67,104,91,56,1,0,0,9,20,3,0,1,0,8,4,1,71,77,64,29,22,19,66,60,70,53,53,51,71,56,67,108,114,54,119,189,83,113,116,103,0,0,0,0,1,0,0,0,0,0,0,0
b2784,1201,1505,1229,215,219,134,1502,1937,2219,1939,1896,1900,40,15,22,49,44,20,12,66,17,274,183,68,2099,1916,2056,64,67,61,1143,1009,1650,460,631,551,1922,2032,1255,620,688,904,1874,2661,2095,2218,2036,2239,2,2,0,7,3,0,0,14,0,3,3,2
b2785,653,864,606,198,181,131,603,793,921,936,1036,825,11,7,14,63,45,11,2,24,3,67,51,16,700,858,685,67,62,44,591,548,668,301,371,239,776,898,538,530,550,615,646,948,775,975,933,1003,4,1,0,3,3,0,0,4,0,0,0,1
b2786,1561,1702,1037,72,88,67,538,678,874,575,644,664,11,10,23,32,26,5,7,42,10,85,76,16,845,896,1016,40,37,37,414,309,549,175,190,184,1307,1622,508,300,375,417,754,968,1118,775,655,745,0,2,0,4,1,0,2,14,0,2,2,0
b2787,135,322,114,61,61,38,6724,9835,267,211,200,193,0,1,1,16,13,4,1,4,0,19,13,4,104,176,56,27,20,15,263,331,309,107,90,103,110,338,165,175,147,156,5971,15941,424,243,227,196,1,0,0,4,16,0,5,0,0,3,2,0
b2788,34,71,19,8,23,9,415,1137,112,69,45,54,0,0,0,1,2,2,0,2,0,6,1,5,51,37,23,5,4,11,69,54,68,40,22,33,54,46,27,57,40,69,431,1867,135,67,63,66,0,0,0,0,7,0,0,3,0,0,0,0
b2789,56,61,27,12,9,11,389,1120,143,61,48,58,0,0,0,1,3,0,0,1,0,29,10,9,46,63,25,9,5,3,104,44,117,22,22,23,45,43,36,39,26,22,512,2626,130,39,48,61,0,0,0,1,1,0,4,0,0,0,0,0
b2790,453,660,465,78,71,57,1142,1186,814,495,543,453,13,8,10,23,24,10,5,38,16,148,110,48,679,923,404,20,20,44,563,440,933,125,199,130,683,599,660,228,338,357,1240,2119,886,516,650,556,1,0,0,2,4,0,1,2,0,0,0,0
b2791,1100,901,562,94,92,72,220,234,419,193,229,158,6,1,1,26,18,6,0,13,5,27,20,7,489,541,491,17,22,43,138,124,245,80,108,95,599,405,275,309,508,830,185,223,444,232,221,201,1,0,0,0,0,0,0,2,0,0,0,0
b2792,192,207,102,44,50,21,41,36,99,62,80,28,1,2,5,7,7,2,0,0,4,1,7,1,124,123,46,4,12,7,29,26,41,30,37,36,163,127,118,150,213,358,34,47,101,66,76,57,0,0,0,0,0,0,0,1,0,0,0,0
b2793,276,300,239,150,167,106,318,344,338,238,285,201,2,8,7,13,19,8,2,6,0,17,7,1,151,112,179,73,59,54,190,226,263,186,257,178,178,181,100,618,410,490,298,333,325,267,297,174,0,0,0,0,1,0,0,0,0,0,0,0
b2794,1602,1562,1114,466,605,342,845,1100,1117,652,922,428,4,10,6,69,83,16,2,28,8,59,79,22,823,789,831,124,135,131,460,441,666,353,495,307,1171,1236,362,1090,1475,1958,728,1012,1064,698,802,499,0,0,0,3,2,0,0,2,0,0,2,0
b2795,3361,5441,3784,451,442,245,14191,23799,14535,7137,8815,10038,80,107,84,135,97,47,32,207,68,1073,764,297,9288,10712,7330,192,140,123,7509,7877,15574,1985,3092,2240,7809,6671,11537,880,753,800,17103,36255,13989,7547,8761,11819,3,6,0,21,53,0,3,43,0,5,3,9
b2796,1421,770,1359,239,299,71,283,419,1494,711,745,671,87,143,435,45,40,6,39,298,123,789,1234,93,6258,1445,34658,89,48,25,147,142,540,196,222,260,3144,1016,1174,602,825,1118,337,560,1475,823,736,459,0,1,0,4,1,0,0,8,0,0,1,1
b2797,340,237,586,65,108,44,164,183,723,179,161,259,6,38,179,19,10,1,6,105,56,314,548,30,4353,898,20253,33,22,7,79,81,272,55,66,82,1996,592,875,181,230,232,193,296,494,229,196,151,0,1,0,0,1,0,0,5,0,1,0,0
b2798,211,404,197,8,12,9,199,255,339,279,248,259,1,6,12,4,4,0,6,7,4,81,111,10,318,340,400,6,7,10,145,162,290,49,79,51,267,366,266,58,63,86,218,402,331,297,260,310,0,1,0,0,0,0,0,1,0,0,0,0
b2799,117,193,135,48,68,54,1032,962,491,370,414,390,6,7,6,6,8,3,1,2,4,143,61,37,582,603,434,14,16,18,485,630,797,110,96,77,367,491,740,175,122,146,1077,1734,612,485,422,372,1,0,0,0,1,0,1,5,0,0,0,1
b2800,40,74,61,12,11,7,130,184,207,89,100,92,1,1,1,3,0,0,0,2,6,46,17,16,289,178,139,2,2,0,48,66,237,11,18,15,154,139,207,32,27,23,161,375,267,90,127,134,0,0,0,0,0,0,0,1,0,0,0,0
b2801,14,14,4,4,1,3,14,32,90,51,33,53,6,1,2,3,0,0,0,1,3,13,15,3,90,40,119,0,0,1,7,7,38,7,3,16,79,34,30,8,17,5,24,89,94,50,50,65,0,0,0,0,0,0,0,0,0,0,0,0
b2802,171,156,152,27,40,18,306,463,714,141,167,218,4,2,15,13,7,2,1,19,6,113,53,15,549,316,1144,8,17,6,123,105,744,68,74,63,269,258,624,93,155,124,368,914,850,203,159,172,0,0,0,2,1,0,0,0,0,0,0,0
b2803,109,124,78,33,35,26,254,404,433,135,123,128,0,0,5,11,5,2,0,2,1,63,26,4,371,245,594,13,7,5,76,106,415,46,49,51,188,132,341,117,99,127,277,735,474,161,122,136,1,0,0,0,0,0,2,3,0,0,0,0
b2804,137,257,63,149,220,140,691,663,281,307,308,311,1,1,3,53,39,9,5,11,2,58,34,16,150,233,136,70,67,51,370,406,338,190,192,206,55,182,150,463,436,504,624,910,325,277,329,279,0,0,0,1,1,0,0,1,0,0,0,2
b2805,190,374,148,29,36,13,469,900,947,728,719,679,13,18,15,6,9,3,5,26,23,132,98,35,928,863,549,12,12,18,358,330,577,99,157,98,821,868,278,79,155,178,603,1183,555,806,721,515,0,1,0,3,2,0,0,1,0,0,0,1
b2806,1128,1131,1256,243,283,217,425,451,411,580,661,542,5,9,15,65,37,32,3,12,7,54,54,9,377,291,793,135,107,95,310,361,215,324,362,311,644,421,369,687,603,675,419,484,577,671,717,624,0,0,0,0,1,0,1,6,0,1,0,0
b2807,90,97,40,10,17,7,30,26,29,76,58,49,0,0,0,6,5,4,0,12,0,3,2,2,30,54,44,15,7,7,14,22,13,44,36,27,46,25,29,50,39,48,27,21,56,71,60,36,0,0,0,0,0,0,0,0,0,0,0,0
b2808,420,548,278,137,179,104,245,232,201,660,669,393,1,1,8,51,22,15,6,3,2,18,10,4,297,446,596,77,62,51,176,172,194,403,372,230,240,114,198,507,581,554,209,285,241,620,734,367,0,1,0,0,0,0,2,3,0,0,1,0
b2809,247,1004,48,442,707,397,2261,1210,368,1315,1429,1945,1,3,0,69,62,54,3,0,1,28,12,12,102,420,24,153,213,322,2850,2244,563,498,373,422,95,877,173,1658,2019,1199,2430,1575,543,1216,1382,551,1,1,0,4,2,0,1,10,0,1,0,0
b2810,1183,1396,979,173,176,153,796,938,847,603,692,468,6,3,8,52,27,12,0,17,3,34,42,15,604,725,932,57,58,92,380,440,644,172,242,220,793,807,520,674,682,751,670,983,792,753,625,634,2,1,0,1,5,0,0,4,0,0,0,0
b2811,463,490,419,486,518,405,441,402,274,417,496,368,4,1,4,89,65,32,1,3,2,16,6,7,195,220,232,247,227,151,285,267,230,379,384,316,382,339,265,828,744,848,533,500,261,484,435,405,0,0,0,1,4,0,0,1,0,0,0,0
b2812,630,503,531,114,130,100,114,172,290,218,240,199,4,4,4,26,18,12,1,5,2,18,23,10,287,278,350,36,24,31,121,66,174,115,129,160,369,412,173,234,244,448,153,133,354,251,288,262,1,0,0,3,0,0,0,1,0,0,0,0
b2813,972,986,946,71,87,58,314,392,782,680,710,465,3,6,4,18,13,19,7,12,4,33,44,6,514,546,735,53,31,15,194,195,404,199,201,164,590,530,213,326,287,266,319,478,802,783,681,669,0,2,0,0,0,0,1,9,0,1,1,0
b2814,17,23,12,0,1,1,15,13,30,16,23,13,0,1,0,0,0,0,2,0,0,1,2,5,15,7,1,0,0,2,4,10,10,5,7,2,26,9,1,6,20,16,9,22,11,22,19,16,0,0,0,0,0,0,0,0,0,0,0,0
b2815,11,12,10,3,2,0,11,13,43,18,8,14,0,0,3,0,0,0,1,0,1,1,5,0,3,3,7,0,0,3,4,6,15,3,2,1,3,7,13,4,13,12,8,13,29,17,17,16,0,0,0,0,0,0,0,0,0,0,0,0
b2816,1,2,4,0,0,0,0,1,1,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
b2817,1073,1395,841,42,48,26,612,921,1270,583,684,470,22,23,15,18,15,7,11,36,17,220,179,85,568,712,436,19,14,8,366,529,783,125,140,116,606,606,198,242,291,333,522,783,1287,712,512,593,0,0,0,3,5,0,0,6,0,0,0,0
b2818,312,247,108,66,79,48,266,346,155,260,245,161,242,244,72,8,11,9,165,337,193,3519,3201,720,432,304,170,42,25,26,200,232,166,99,82,120,149,370,130,257,202,170,290,321,135,242,233,229,1,1,0,0,0,0,0,1,0,0,0,0
b2819,1028,932,919,237,257,160,422,745,690,1245,1476,1054,2,8,5,49,39,14,9,10,3,54,41,7,953,1223,544,117,87,69,304,275,553,337,484,320,854,1072,1071,471,435,513,520,688,668,1358,1526,1515,1,1,0,0,0,0,0,4,0,3,2,0
b2820,2792,2271,1929,135,151,70,879,958,1764,2352,2478,1984,13,28,30,56,52,13,18,30,12,167,134,16,2418,2080,1594,62,56,39,477,396,1094,413,682,445,2861,3599,1848,495,503,617,1050,1254,1527,2903,2677,3079,0,3,0,3,0,0,1,10,0,1,0,2
b2821,1758,1375,1585,111,120,67,625,564,1082,761,882,738,4,10,10,38,26,7,4,21,4,94,69,18,1003,799,959,35,36,27,357,261,735,197,298,242,1064,1086,1027,455,536,680,747,826,1563,1040,863,908,2,0,0,1,1,0,1,6,0,2,0,1
b2822,1573,1645,1931,439,471,229,1272,1369,1410,1870,2186,1731,13,30,21,111,76,37,25,45,5,198,133,42,1545,1394,1662,162,146,151,911,685,1149,801,1116,802,2177,1662,1618,1067,1173,1326,1546,1905,1533,2369,2318,2039,0,0,0,4,5,0,4,9,0,0,5,2
b2823,42,46,17,23,24,12,24,30,12,78,66,45,1,0,2,7,8,0,0,0,0,3,0,2,43,23,23,2,8,7,11,13,14,27,24,21,44,38,28,66,54,96,16,36,38,72,65,75,0,0,0,0,0,0,0,2,0,0,0,0
b2824,13,11,9,5,5,2,8,7,11,19,14,13,0,0,0,0,0,1,0,0,0,0,0,2,10,10,8,1,0,1,5,6,7,6,6,4,7,9,6,18,6,12,2,4,13,20,22,27,0,0,0,0,0,0,0,0,0,0,0,0
b2825,28,28,17,5,8,2,17,21,11,32,30,34,0,0,0,4,1,0,0,0,0,1,1,0,25,11,24,1,0,6,9,13,15,12,19,21,29,10,24,44,34,26,18,18,13,28,36,41,0,0,0,0,0,0,1,0,0,0,0,0
b2826,12,17,19,8,12,4,14,7,12,18,12,19,0,0,1,0,0,1,0,0,0,0,0,0,16,5,16,4,1,8,6,6,11,3,16,8,13,12,15,17,16,17,14,10,6,16,16,5,0,0,0,0,0,0,0,0,0,0,0,0
b2827,2692,2780,2065,148,162,99,1361,1435,2250,812,1034,766,10,16,27,27,28,8,9,23,8,105,108,21,1621,1430,1683,51,27,22,514,417,1352,236,357,296,1445,2229,1373,375,341,458,1359,1673,2138,993,1207,1033,1,0,0,2,3,0,0,15,0,2,3,2
b2828,992,1104,1028,102,107,62,380,518,1104,391,564,360,3,2,13,8,20,8,6,13,3,46,56,13,846,718,857,23,16,26,247,192,654,152,233,177,720,630,491,238,207,275,415,539,1172,370,515,526,0,0,0,0,1,0,0,6,0,0,0,0
b2829,4221,5039,3618,225,293,160,4072,5039,3453,3090,3793,3022,13,25,30,121,80,35,8,83,14,314,195,55,3626,4404,2536,152,109,103,2975,2115,3059,917,1171,995,4139,3477,3249,929,1079,1161,4390,5641,3862,3816,3680,3763,1,3,0,6,8,0,5,22,0,3,0,2
b2830,2361,2736,2033,298,283,164,1944,2034,2227,2233,2881,1357,19,29,29,113,75,32,23,77,26,238,180,63,2494,2529,1671,116,97,84,1413,1355,1843,791,984,654,3127,2350,2104,734,930,1076,2023,2891,2271,2620,2733,1730,0,1,0,2,5,0,0,18,0,3,1,1
b2831,105,136,80,42,37,27,133,165,185,134,155,82,0,5,1,14,17,13,1,2,0,12,20,6,85,83,42,23,22,18,114,154,127,57,57,37,98,70,48,138,159,171,131,193,138,161,109,69,0,0,0,0,0,0,0,3,0,0,0,0
b2832,628,688,320,98,133,75,43,50,113,113,143,75,6,6,5,15,6,10,2,5,6,7,7,3,266,214,245,20,15,12,25,24,69,110,136,154,286,272,52,303,329,386,26,34,95,115,132,93,0,0,0,0,0,0,0,7,0,0,0,0
b2833,102,167,52,270,388,261,705,677,388,518,494,659,5,7,5,104,127,49,3,17,2,92,52,24,224,145,146,262,173,169,351,380,537,326,258,368,185,228,210,1234,1020,1140,762,1030,451,643,732,618,1,1,0,1,1,0,0,3,0,4,2,1
b2834,1728,2516,2201,1394,1794,1017,6029,6300,5103,3386,3390,3723,12,29,12,246,239,107,22,57,21,391,361,91,1702,1732,1394,405,404,269,2687,2443,5035,2224,2399,2018,2381,2019,3049,5339,4702,4956,6731,7740,4707,3485,3712,3554,1,1,0,2,6,0,3,14,0,0,2,1
b2835,246,196,291,468,677,429,244,242,223,733,897,655,0,2,2,107,66,26,1,12,1,33,37,3,213,246,332,315,272,107,247,248,263,634,657,674,326,282,230,1562,848,884,300,299,325,771,934,756,0,0,0,1,2,0,2,0,0,1,1,3
b2836,999,1001,1078,609,736,368,1462,1539,1409,1704,1668,1435,4,24,8,175,180,53,13,22,16,151,136,26,686,655,1132,335,311,174,1030,1116,1044,965,970,932,1124,885,824,2861,1986,2135,1631,1983,1601,1777,1874,1562,0,2,0,1,1,0,1,8,0,1,1,1
b2837,1199,1481,937,205,273,151,927,1329,2299,941,1240,954,12,23,13,54,50,14,5,32,18,71,64,33,1468,1732,1180,93,94,82,983,1111,1827,366,511,360,1856,1214,769,561,619,712,857,1564,1585,832,991,1215,0,0,0,2,3,0,4,9,0,3,0,1
b2838,663,349,155,20,18,16,126,77,68,69,72,171,0,0,0,4,1,0,5,2,0,12,9,2,425,153,77,14,3,2,89,44,51,42,45,52,2713,249,460,93,156,291,99,65,73,72,71,220,0,0,0,2,1,0,0,3,0,1,0,0
b2839,125,202,112,18,23,12,164,179,191,133,164,118,2,2,1,6,2,6,0,6,0,32,24,0,79,153,159,9,12,6,120,126,191,48,52,22,123,108,123,57,71,48,169,230,157,130,167,143,0,0,0,0,0,0,0,2,0,0,0,0
b2840,561,665,503,56,81,36,467,459,512,446,581,336,7,4,2,20,19,3,1,22,4,97,53,14,621,479,344,22,27,13,329,257,464,181,245,190,612,540,467,261,271,336,484,653,683,559,546,464,1,1,0,1,0,0,0,4,0,0,0,0
b2841,135,152,86,87,137,74,117,181,133,230,268,183,2,0,2,20,12,7,1,5,0,17,7,11,102,130,115,46,31,26,107,89,129,123,146,103,171,139,120,306,213,284,147,267,123,225,270,239,0,0,0,0,0,0,0,3,0,0,0,0
b2842,68,94,57,37,52,23,119,133,154,98,106,143,0,0,2,4,2,8,0,6,0,17,0,4,74,85,90,33,27,18,87,67,143,57,66,57,81,76,111,100,93,123,103,194,228,98,138,134,0,0,0,0,0,0,0,1,0,0,0,0
b2843,81,81,63,14,32,22,129,144,287,77,118,130,0,0,1,2,2,2,2,1,0,38,12,8,126,81,100,8,4,2,91,85,125,39,67,36,64,88,122,38,39,51,158,203,324,105,95,162,0,0,0,0,0,0,0,1,0,0,0,0
b2844,87,123,106,57,84,44,625,991,789,963,638,1476,1,6,3,9,7,7,2,6,5,84,54,27,361,272,231,12,11,30,480,348,436,160,155,182,412,154,425,261,399,447,775,1399,634,990,685,1829,0,1,0,0,2,0,0,0,0,1,0,0
b2845,1283,731,1400,53,138,25,164,205,574,191,290,137,4,3,8,11,19,0,1,7,5,23,34,7,398,213,1081,39,35,11,77,101,158,111,127,130,882,651,157,379,343,403,141,221,714,285,247,145,0,0,0,0,0,0,0,2,0,1,0,0
b2846,6,17,11,0,0,1,17,40,15,14,4,7,0,0,0,1,0,0,0,0,0,1,3,1,19,16,18,4,0,0,12,16,21,5,7,10,15,7,19,4,5,6,25,36,22,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0
b2847,399,363,132,0,2,0,7,14,84,12,40,2,3,0,1,0,0,0,0,4,1,0,1,1,160,75,81,0,0,0,9,5,51,4,25,9,95,131,8,10,8,9,3,9,28,17,17,4,0,0,0,1,0,0,0,3,0,0,0,0
b2848,12,27,6,0,3,0,0,0,4,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,1,5,2,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b2849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
