,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b0415,-0.036153236,-0.371412624,-0.259517014,-0.423353518,-0.219044833,-0.485899596,-0.345703291,0.273478776,-0.110376833,-0.825472576,-0.096230587,-0.066341469,0.079097005,-0.20967297,0.769065375,0.503485833,1.00830591,-0.41191607,-0.387521506,-0.688277171,-1.320869522,-0.090690027,-0.547402178,-0.005874982,-0.732278831,0.041378067,-0.432602103,0.087557476,-0.318892263,-0.482846127,0.096406669,0.021764631,-1.092997917,-0.406636921,-0.208608558,-0.536891422,-0.162559182,-0.175354407,-0.312065275,0.176737247,-0.23364289,-0.907357672,0.566395458,-1.084292229,0.135149447,-0.267642119,-0.249141754,-0.957791848,-0.678315361,-0.399603707,-0.74215348,-0.049016571,-0.351165764,-0.025015254,-0.24954592,-0.720855953,-0.714068317,-0.363089995,-0.699740066,-0.689391076,1.178753027,0.231816476,0.321832153,-0.089671149,-0.264940428,-0.618761191,1.271835151,-0.506554576,-0.640869601,-1.345367682,-0.909867769,-0.23294677,-0.365925609,-0.487773591,0.166333912,0.062049029,-0.693292184,-0.386059057,-0.453543713,-0.161975109,-1.432860842,-0.084289969,-0.493544937,-1.049995314,-0.535976253,0.133464753,-0.429213336,0.22830303,0.020636571,-0.237138409,-1.236718282,-0.590944003,1.174816993,-0.410194201,-0.939586942,0,-0.347294546,-0.07489036,-0.291487927,-1.151689894,0.265346937,-0.364828888,-0.287532718,-0.154436035,-1.184953159,0.087280283,-0.864077101,-0.87616241,-0.776668457,-0.299897745,-0.075808196,-0.372674183,-0.266971961,0.579938856,-0.401125647,0.071264641,-1.24464568,0.986408187,-0.430680524,-0.443122764,-0.467868922,-1.406210688,-0.497641007,-0.197600666,-0.52699335,-0.522773317,0.231993497,-0.046888056,-0.313899817,-0.302144831,-0.456810795,0.254763968,0.005986511,-0.425732462,-0.725677649,-0.19633534,0.45110896
b0675,0.125630273,-0.02684,-0.792079935,0.26297986,-0.703108353,-2.291345733,-0.384868661,0.134014779,-0.211598467,-0.504636381,-1.058762354,-0.186668458,-0.220711322,-0.752839593,-1.917826136,-0.025193219,-1.150230873,-0.055681471,-0.141824681,0.189881542,-1.842669893,-0.305704321,-0.367828832,-0.090773318,0.438899754,0.113389394,0.102216901,-0.178570872,-0.294398537,-0.232324831,-0.570896446,0.131477565,-1.4649523,-0.203698942,-0.426828632,-0.21067882,-0.174955423,-0.610210216,-0.044326611,0.03794102,-0.318776606,0.089417209,-0.42051935,-1.862445044,-0.059607584,-0.099671682,-0.148507997,-1.221528016,-0.300053913,-0.199882833,-0.383573893,-0.05875078,-0.080935369,-0.080627331,-0.390610758,0.27283658,-0.405751573,-0.263168325,-0.586710301,-0.635153445,-1.720091642,0.173617704,-0.215892066,-0.306493869,-0.079959536,-0.1262724,-1.553856665,0.002992534,-0.264236858,-0.593800156,-0.084306502,0.037725503,0.339535425,-0.488665077,-0.100888857,0.049928673,-0.223415937,-0.551144044,-0.413908283,-0.156069305,-0.811679487,-0.244161081,0.159220677,-1.392621512,0.054063043,-0.03130875,-2.410305834,0.14333112,0.155250652,0.376003243,-0.641510401,-0.454630955,-1.569445938,0.323043305,-0.721047306,0,-0.016366547,-0.964808203,-0.167766887,-1.035333991,-0.098689267,-0.151292525,-0.208042159,-0.303997691,-2.336035607,0.050071033,-1.161710637,-0.713962395,-0.375510011,-0.128666882,-0.247039325,-0.161909087,-0.042082592,-0.276087942,-0.263703074,-0.109756636,-0.657691836,-1.309681046,-0.234352866,0.18942822,0.100023449,-2.344907419,0.081927677,-0.363606831,0.150635519,-0.196677193,-0.526790485,-0.254854027,-0.072900856,-0.055518606,-0.506845512,-0.22631267,0.282453924,0.125093225,-0.396136401,-0.317081216,-0.066526319
b0115,-1.609109054,-0.306299408,0.70788116,-0.647232543,-0.711289621,-1.499025581,-0.969903259,-0.329213622,0.16556075,-1.471120765,-0.952445698,-0.979756474,0.03642061,-0.651615714,-0.03798634,-0.997233471,1.1150508,-1.288502748,0.30536219,-0.987659723,-0.16118559,-1.321253119,-1.656733748,-0.17206033,-1.223821771,-1.497324163,0.43091987,-1.269189401,-1.239297179,-0.555959128,-0.17694844,-0.30225464,0.65990075,0.26346526,-0.90354629,-0.467605325,0.09389502,0.66392277,-0.723342076,-0.824932239,-1.150361976,-0.938836759,-0.23456232,-0.24838795,0.40364813,-1.030094501,-0.662852905,-0.04278132,0.73780725,-0.889439396,-0.887911695,-0.765030342,0.30973004,0.2334305,-1.583780377,-1.054275464,-1.397245373,-0.925381057,-0.370879763,-0.886595198,0.11200601,-0.881742935,-1.012092336,-0.767858361,-1.013630391,-0.675015837,1.42337095,0.46558526,-1.717896495,0.05389136,-0.384804639,-0.16174244,-1.933767159,-1.237799981,-0.713826118,-0.01090137,0.79991049,-1.063897583,-0.671851727,-0.880836069,-1.394012474,-0.819611786,-0.74022429,0.73899684,-1.227501487,0.39426884,-1.562023036,-0.862991622,-1.278712057,-1.949635016,0.10083933,-1.383541648,1.34385625,-0.691746659,-1.139703897,0,0.45035242,-1.051272702,-1.568533794,-1.341763576,-1.136994312,-1.271162431,-1.037741063,-0.892161652,-0.12643773,-1.327730233,0.0206102,-0.4250797,-0.906248321,0.43317522,-0.637170527,-1.379365558,-0.519975639,-0.20497498,-0.64328572,0.04153217,-1.228322271,1.12769944,-1.049030602,-1.386602665,-0.863934481,-0.27221216,-0.788813067,-1.370907242,-0.28716112,-1.379502918,-0.12700953,-0.08630743,-0.537534721,0.42864171,-1.162328174,-1.016362027,-1.489444165,0.08519929,-0.97434001,-0.18460749,-1.213222649
b3591,-0.896871926,1.328376427,-0.511544046,-0.327486903,-0.618776871,-1.114090337,-0.971385188,-1.198728179,-0.312542575,-1.03956817,-0.819662978,-0.564123435,-0.208004542,-0.596128736,-1.058301517,0.380076612,-1.0865254,-0.853990919,-0.460476069,-0.631297202,-0.473836031,-0.643111341,-0.806396259,-0.128279096,-0.54916015,-0.983767292,-1.016191589,0.305404165,-0.330293543,-0.783784748,-0.302578849,-0.785438872,-1.105713792,-0.420280798,-0.69785876,-0.635942221,-0.303231266,-0.390692805,-0.743478451,-0.134681693,-0.223347263,-0.32072211,0.057406863,-0.212532834,-0.200764051,-0.384984566,-0.428613594,-1.096459985,0.016657312,-0.785442808,-0.850059398,-0.392306075,-0.439012767,-0.100720153,-0.839486519,-0.583644422,-0.937925979,-0.846263571,-0.097557287,-0.529226863,-0.901103061,-0.208632782,0.191498253,-0.543753237,-0.444239075,-0.730216679,-1.861782584,-1.07216512,-0.575609262,-0.570990885,0.847827913,-0.146293483,0.056166129,-0.609314925,-0.072676948,0.149882519,-0.083497178,-0.478837439,-0.924356372,-0.591190594,0.530954824,-0.518024506,-0.342779286,-0.977156269,-0.0289808,-0.116284808,-1.034535772,-0.250995526,-0.458807714,0.845832323,-0.679169736,-0.974585762,-1.66637278,-0.291314302,0.333000741,0,-0.428351006,-0.43706326,-0.83500134,0.132120417,0.270856997,-1.076880156,-0.366993512,-0.754031455,-0.329788943,-0.487687638,-0.852205887,-0.104299231,-0.881535292,-0.418040338,-0.389430741,-0.966694719,-0.244024261,0.103441982,-0.769962849,-0.263343581,0.818940048,-1.288869825,-0.628518553,-0.058235046,-0.451567935,-0.369293981,-0.821414055,-0.76599713,1.362035935,-0.843639713,-0.315845887,-0.150974083,-0.172305522,-0.320504027,-0.419312358,0.252633251,0.941526303,1.190181824,-0.94453926,-0.390253239,0.185256722
b0912,0.25555738,0.92266093,-0.389351123,-0.625249005,0.63327562,0.3048598,0.85990815,0.90683534,0.73527248,-0.191538174,0.70828056,0.34528602,0.12512905,0.67791797,-0.742783314,0.64983514,-0.511467785,-0.01512271,0.92945584,0.88326078,-0.02262848,0.28300132,-0.04431593,1.15704496,0.49308335,0.28037004,-0.12733028,1.00728384,0.09708501,1.37744772,-0.468369038,0.92138628,1.04063571,0.85705158,0.33683556,0.38708061,0.70863733,-0.06055379,0.34221456,0.75482077,0.10521495,0.489417,-0.606714783,0.04320366,0.54155027,0.70880859,1.17393314,-0.08572445,1.11857908,0.35917823,0.47493881,0.28800672,0.83072071,-0.513328724,0.55501535,0.37660931,-0.06716014,0.71944429,0.62129586,-0.451145968,-0.777579894,0.71770512,0.57215837,0.17447054,0.17352341,1.30288627,-1.024948889,-0.228212615,-0.09090293,1.21072182,1.0796253,1.09264897,1.04421195,-0.290832497,0.01053777,-0.05269639,0.97777396,-0.92867509,0.31368933,0.17854125,0.1605308,0.3514923,-0.00119817,1.03708774,1.3377679,0.587608,0.41025863,0.68930471,0.44634554,0.47140099,1.20852826,0.25452786,-0.851742129,-0.794682824,0.12136973,0,1.09921873,0.82476221,0.63930475,0.15616827,0.45243642,-0.267078982,0.55769926,0.29701763,0.35099748,0.4167247,-0.07537737,0.60682149,0.2679069,0.99554022,0.4130653,-0.14172467,1.16554743,-0.57983556,0.26774912,0.23463999,0.11079692,-0.48629534,0.03668117,1.12437998,0.50031062,0.32120342,0.78375302,0.35111104,1.15094793,-0.239772171,-0.446197695,1.15666844,1.14211885,1.0967813,-0.989918167,0.87488202,0.6149211,0.4757862,0.43445778,-0.260386086,0.78052863
b3733,-0.11856015,-0.33787822,-0.80376668,0.20176869,-0.26563477,-2.404931058,-0.19450198,-0.15476433,-1.049359788,-0.10596188,-0.20196274,0.17708364,0.50679681,-0.28925746,-2.350007422,0.39827476,-1.483079898,-0.22350317,-0.69749551,-0.864351484,-0.32350908,0.49001013,-0.0471746,-0.47916763,-0.70906669,-0.12587345,0.35990208,-0.06926483,0.36815711,-0.47544238,1.03609948,-0.27662748,-1.027623441,-0.797443581,-0.05396995,-0.16157598,-1.064195197,-0.762834377,0.44158007,0.87666762,0.4483426,-0.79775302,0.52906654,-0.37915155,0.19959629,-0.06373523,-0.858128016,0.42691807,-0.931158839,0.22054915,-0.63789583,0.09822426,-0.759135497,0.32810326,0.85702262,-0.37710063,0.00450677,-0.13225873,-0.01797693,0.93153169,-2.168665893,0.85428913,0.37982277,-0.02101417,0.32264817,-0.48438493,-2.285168019,0.28574816,-0.01003897,-1.20414909,0.91237303,-0.68567741,0.44174715,0.7002929,0.39512432,0.38405686,-0.848006019,0.57401272,0.59024191,0.26658256,-0.07814265,0.13651998,0.32831455,-0.998435426,0.53809853,0.22657824,-2.391886287,0.88356907,0.4878428,-0.1721116,-1.070153864,-0.19349499,-2.280901064,0.1827103,0.18158457,0,-0.773108161,-0.10301888,0.84434954,0.00263667,0.31167615,-0.49050196,-0.15412223,-0.08459132,-0.43575761,0.51268269,0.51223269,-0.05629419,-0.48849876,-0.65461426,-0.15554531,-0.20570947,-0.725349993,0.52399211,0.61235863,0.56803714,-0.01039324,-1.495588318,0.66574401,0.60446035,-0.59541986,-0.63952951,-0.759623102,0.44903464,0.59237156,-0.29551397,1.01841112,-0.68931383,-0.709884394,-0.790746334,0.6116186,-0.03869792,-0.48492635,0.24459796,-0.62245336,0.71004109,-0.01522933
b1839,0.164134833,-0.260154379,1.405996013,0.272454209,0.378464496,0.255201782,-0.63534879,0.668466843,0.970270448,0.373430796,0.308290337,0.217451327,0.525476443,0.402422738,-1.068574722,-0.245018934,-0.215272005,0.247711011,0.346381872,0.214738378,0.60555233,-0.299591451,-0.926828269,-0.033843735,0.414032486,0.175131933,0.553635453,0.174794101,-0.859712708,-0.955913418,-0.209011824,0.226890426,-0.09413103,0.379988699,0.436907236,0.059282054,0.950469659,1.631125077,0.772127152,-0.136674839,-0.948449288,0.119658603,-0.126380724,0.842964479,0.259211582,-0.328405747,-0.699244673,0.134265881,-0.853928578,0.786752312,-1.113776238,-0.095501148,0.449531588,0.085680662,-0.235803799,0.317777765,0.005744039,-0.594932204,0.234201212,-0.588104924,-0.990064239,-0.266206541,0.013457556,-0.170398431,-0.714154573,-0.891604124,-0.082997097,0.671993227,-1.099330779,-0.988288804,-0.387717739,-0.045083962,-1.011263069,-0.534617047,-0.079731873,0.59934705,-0.435967078,0.285977615,0.70325483,0.229501728,-0.332910716,-0.147474312,-0.838546917,0.066905198,-1.489905017,0.41598102,0.199675559,-0.029755605,-0.489240372,0.126331933,-0.935858185,0.423376967,-0.229683713,0.241562994,-0.185661207,0,0.353534379,0.543390155,-0.410700193,0.134357651,0.047874236,0.738576975,0.091776046,0.276172535,0.564972013,-0.784976264,0.13679615,0.101243613,0.588291696,0.504670927,0.118288935,0.429439287,-0.71163949,0.191012044,0.615113548,0.454635598,-0.368640007,-0.004774115,-0.615712892,-1.098498013,0.261632102,0.740495466,0.353952452,-0.242831628,-0.807697998,0.621605694,-0.402647695,-0.073611086,-0.647477308,0.177271926,0.105382802,0.085709005,0.14729372,-0.128071494,-0.917357183,0.38195237,0.613314621
b3794,0.711442893,-0.745110043,1.141701065,0.362946017,1.190077407,-0.799391141,0.717132569,0.738722397,1.204597411,0.616573104,0.410499205,0.675509634,0.478608356,1.18170316,-1.336704494,0.471684945,-0.580600952,0.438601936,0.915663518,0.81470481,1.080644693,-0.353019535,0.447788359,0.77774689,0.775288711,0.640954884,-0.3516852,0.732965626,0.273107931,0.819886547,0.122558329,1.046920161,0.090245225,0.793295169,0.798903168,0.946389512,1.144423838,0.995930524,1.621116856,0.66285953,0.387461718,0.640727948,0.175917362,1.30860404,0.730949472,0.78583155,0.877567874,0.370774291,0.624941467,1.615342704,0.522830723,0.673185081,0.843493253,0.507005177,0.832168133,0.715619957,0.44622343,0.505604818,0.373145306,-0.303519794,-1.84002631,0.815754202,0.70707712,0.710108066,0.449400044,0.895367289,-1.204923926,-0.019699834,0.445761313,0.988456468,0.86426049,0.753218853,0.292192187,-0.068434764,0.852245885,0.614375721,0.606537106,0.426255477,1.884208516,0.637875409,0.450982194,0.523931743,0.618508169,0.082828996,0.104010569,0.665313426,-0.627439195,0.882258576,0.796193042,0.295202958,0.921200442,0.628937123,-0.69202849,0.304431425,0.974697195,0,0.826253024,0.495145644,0.82874939,0.726708934,0.684859076,0.593400751,0.715638991,0.85843679,0.876136868,0.655061139,0.39558619,0.316387728,0.728834047,0.891893391,0.690887971,0.19723015,0.749347348,0.48234807,1.793997117,0.618536787,0.85759508,-0.834716547,0.923532929,-0.105194813,0.64745418,1.037709926,0.835679872,-0.210415837,0.434460217,0.50408188,0.506626221,0.96574076,0.731446018,0.755567495,0.112114374,0.688797721,-0.064984364,-0.390245347,0.341639856,1.784846702,0.741412415
b2104,-1.662846403,-0.621156673,0.736853605,0.311508332,0.441191122,-1.459505755,0.041552517,-1.727640586,0.523602863,-0.161293422,0.134647783,0.116313593,0.236329989,0.329849155,-4.69942479,0.39700386,-3.758082019,-0.278916521,0.278550806,0.249303495,-0.205170102,0.725449426,0.509555555,1.549119183,-0.244233414,-1.711869153,-0.131299086,0.532991412,-4.23196156,0.078937976,-1.277338921,-1.514031658,-4.805767832,0.21922574,0.241570705,-0.315923947,0.316207168,0.88894148,0.038550103,0.716658394,-3.806457454,-0.713297005,0.161231466,-0.236578917,1.084470598,-0.020865817,0.516023993,-4.07629344,0.769905902,-0.070689585,0.15488151,0.064969588,0.169296552,-0.260598711,-4.46650253,0.226232078,-0.22783729,-0.001433506,-0.426407099,-0.145620277,-5.233448379,0.389933401,0.28243531,-0.23369515,0.767045206,0.011179893,-4.430290044,0.00496586,0.425701193,-0.669959933,-0.014406318,1.559719828,-0.243266067,-0.167273015,0.516550492,-0.039705492,0.823869356,-0.629026102,0.067006319,0.396183376,-0.516814939,0.100421054,0.190857532,-4.203078442,-0.170263236,0.949943302,-1.455729174,0.567015785,-2.600169668,-0.482294379,-0.492391833,0.057694562,-4.408391335,0.49031243,-0.166150785,0,0.15919582,0.57501049,-3.753125098,-0.33461619,0.281640756,-0.190443339,0.183513771,0.283446566,-0.487280466,-2.351304233,-4.001994252,-0.505058066,0.374980066,0.252633154,0.326865076,-0.436581256,0.305420546,0.22092914,-0.011110349,0.260268528,-0.538990084,-4.14219252,-0.122944063,-0.266720363,-0.507613105,-0.454653602,0.379237243,0.664429727,-0.503046055,-0.139982872,-1.146732839,1.542455962,0.302696335,0.155256325,-1.02202204,0.474575862,-0.548621725,-0.333617528,0.257164571,-0.017047065,0.610854273
b2186,0.155032057,-0.797824732,-0.433364935,0.054379404,-0.448198462,-0.898152681,-0.236940484,0.226866433,-0.529875516,-0.037512659,-0.704785993,0.208666888,0.458696111,-0.547251549,-1.498898469,0.278989361,-1.082169227,-0.044011646,-0.358953644,-0.616709763,-1.137048412,0.123674112,-0.138362108,0.160681565,0.022003285,0.160985301,-0.695762398,0.195336061,-0.329002504,-0.332107577,0.163001701,0.318077235,-1.826486819,-0.343704042,-0.7733728,-1.071433285,-0.678383247,-0.536148329,-0.135049,0.373461686,-0.294546492,-0.103344438,0.598061893,-1.082634091,0.335532009,-0.539512729,0.32450905,-0.710655366,-0.483665818,-0.236516737,-0.223411329,-0.388701039,-0.462130652,0.083611957,-0.122634504,0.160627716,-0.064711116,-0.129228706,-0.91993927,-0.822942342,-1.28939772,0.473414994,0.079883145,-0.424014007,-0.247920197,-0.330994034,-1.747552719,-0.638774777,-0.118825959,-0.48136679,-0.590879694,0.055922644,-0.406719453,-0.882145556,-0.039002146,0.513343249,-0.449613693,-0.12372153,-0.317769774,0.41660346,-1.347602332,-0.170098641,-0.261264283,-1.734506997,-0.376302542,0.338646907,-0.870494636,0.341150294,0.063025601,-0.451624271,-0.484621983,-0.031958436,-1.501862446,0.139708135,-0.994760349,0,-0.567351093,-0.448395752,-0.199311597,-1.185757815,0.174540596,0.057955674,-0.264770866,-0.735761069,-1.118979216,0.0177751,-0.831598323,-0.960475146,-0.031913259,-0.3296981,-0.238855273,-0.107666977,0.330658005,0.491160354,-0.389670549,0.377561927,-1.009087769,-1.169663027,-0.307436465,-0.371781799,0.129223295,-1.198727736,-0.765886548,0.117988914,-0.318821002,0.219185362,0.103491978,0.075425008,0.325006004,-0.632018504,-0.144411436,0.094140095,-0.261065305,-0.723590698,-0.195714823,-0.39416978,-0.224217149
b0199,0.444410115,-4.386620722,-1.575118079,-0.267499364,0.571689014,-6.292526149,-0.985595925,0.29784176,-0.165436821,1.036822249,0.108258881,-0.368500574,-0.071684482,0.634702273,-5.954209102,-0.420108516,-5.243212927,0.472513632,-0.561624398,0.868781199,-4.426527974,-0.921099682,-0.869358601,-0.287886277,0.635096464,0.518250272,-0.894552342,-0.085391451,-0.687254747,-1.0374848,-1.939760986,0.432775682,-4.123084444,-0.62094879,-0.020643666,-0.082016621,-0.083139185,-1.048199279,-0.259890971,0.084033749,-0.570458345,0.461986634,-2.122932596,-4.278701925,-0.051068976,-1.74188434,-0.330192487,-3.611387167,1.140479025,-0.287316831,-0.038697009,-1.212711327,-0.620302004,6.20E-06,-2.56925519,0.604382943,1.031800866,-0.94227801,-3.545916833,-1.171017284,-6.048117385,0.288812102,-0.371048799,-0.776058161,-0.761646417,-0.856332644,-5.262550129,-0.991605355,-0.98685876,-0.603631859,-1.145394101,-0.202069272,-1.13426651,-1.165997363,-0.471525906,-0.802005311,1.482899473,-3.282867316,-0.244764613,-0.329782862,-4.144369427,-0.577463122,-0.805054032,-3.836557874,-1.368116929,0.016452153,-6.231570791,0.053597423,-2.168023703,-3.549898611,-0.675817894,0.883020802,-5.464313573,-0.377375966,-3.83203131,0,-0.378424563,0.104429297,-2.594069776,-4.171881521,-0.481288809,0.691249621,-0.339082287,-0.035671853,-3.970320369,-2.422011596,-3.596681232,-3.540836739,1.24891078,-0.61699081,-0.416088127,0.404855607,-0.283875332,-2.263880226,-0.235831552,-0.102205749,-3.98574784,-5.228419101,-0.482444517,-1.250978095,0.43384988,-4.299785966,0.941395598,-0.86834599,-1.340265605,0.648222695,-1.849662545,-0.270536797,-0.241747796,-0.366033672,-3.26115885,-0.206917726,-2.869614399,-3.352703328,0.026232286,0.214876495,0.308854822
b0652,0.03149081,-0.783183315,0.153973998,-0.468614561,0.500488424,-1.565793581,1.261813473,0.031926908,0.178335423,-0.668596725,0.411253501,-0.089296741,-0.310352873,0.585990184,-2.474981795,-0.455086009,-0.927536469,-0.835125795,0.081580805,0.370605601,-0.568033337,-0.04442071,0.081190065,-0.342916636,-1.257999319,0.038412063,-0.227073305,-0.214658342,-0.147669509,1.513959822,-1.155965117,0.185295901,-2.185789248,0.5652968,-1.070474958,-1.321158649,-0.018196744,0.216451917,-0.220139069,-0.316640495,-0.192095791,-1.129456008,0.036967163,-0.289339546,-0.288326572,-0.429782808,-0.533979969,-0.379687018,-0.727994451,-0.274836941,0.46616351,-0.488774518,0.56995624,-0.23168927,0.24654694,-1.860924101,-0.852362797,1.356025694,-0.396031956,0.162862115,-2.646464156,-0.48778462,-0.322348785,-0.349764125,-0.202661067,1.483023645,-0.822299897,-0.327080745,0.116946348,-0.932026498,-0.401558824,-0.340733458,-1.394484042,-0.02471988,-0.285256326,-0.451749593,-0.715608919,-0.662228025,-0.707301817,0.02234518,-0.394752404,-0.383878032,0.022889625,-2.1188124,-1.527202966,-0.212117816,-1.729097523,-0.176973002,-0.099689121,-1.029542389,-1.052520368,-0.7533119,-0.946237971,-0.3907132,-0.068736215,0,-0.052097204,0.419377598,0.172595175,-0.325364713,-0.522038604,-0.760628694,-0.135177241,-0.812366142,-0.415525255,-0.026322623,-0.376886438,-0.308576282,-0.816527115,0.089961765,-0.119356659,-0.856530459,-0.481589985,-0.147943941,-0.942098883,-0.514917193,-0.295161753,-1.194351872,-0.292281517,-1.602452413,-1.05444446,-0.29966727,0.244817753,-0.345297785,-1.058748206,-0.826763144,-0.891051116,-0.504745496,-0.45755738,-0.145399173,-0.855004205,-0.206509898,-0.692609913,-0.535086529,0.45686648,0.343245419,-0.874682324
b0948,-0.040933381,-1.006117382,0.011619917,-0.157188136,-0.104163501,-1.372569663,-0.237725743,-0.044647048,-0.594457034,-0.379093878,-0.627707071,-0.054323639,0.063880579,-0.07876156,-3.349023944,0.464056444,-2.903364103,-0.44513129,-0.263418804,-0.411345878,-0.546244377,-0.444745048,-0.162649877,0.095015318,-0.269899839,-0.081659512,-0.613759591,0.167594225,-0.534716366,-0.396771476,0.692264958,-0.001083789,-1.715805624,-0.37424716,-0.578312149,-0.692525243,-0.655139364,-0.149886229,-0.249907979,0.392541592,-0.403694795,-0.50891392,0.678898564,-0.46883919,-0.013184183,-0.087936705,0.357428585,-1.128570592,-0.309883581,-0.403467519,-0.049084189,-0.09874941,-0.297711646,0.145773166,-0.143740486,-0.268967398,-0.326185276,-0.263071911,-0.922678084,-0.714978191,-3.285335746,0.405151314,0.182317102,-0.139871569,-0.297507696,-0.423331275,-3.260531985,-0.666554905,-0.17312003,-0.569332156,-0.921305427,0.133391821,-0.816255668,-0.73772776,0.236321147,0.432653566,-0.188416471,-0.39335419,-0.461167251,0.023228429,-1.704724219,-0.02712526,-0.275725996,-1.682111967,-0.814787268,0.031095987,-1.442524641,0.270176077,0.765649316,-0.787361374,-0.488943787,-0.334946951,-3.349196911,-0.183082443,-1.088432447,0,-0.360140456,-0.483791653,-0.163778719,-1.229539592,0.22246013,-0.518179327,-0.116332399,-0.487423797,-0.655769261,0.749013355,-1.106982905,-0.934846182,-0.287865898,-0.285079029,-0.010601877,-0.40120286,0.315154474,0.714723963,-0.522565873,0.02236913,-1.683215241,-2.645853529,-0.114666394,-0.818701236,-0.114520072,-0.781016285,-0.348271214,-0.347069193,-1.005549546,-0.484330647,0.763298885,0.119881358,0.312772439,-0.374011286,-0.290216403,0.188605741,-0.726819407,-0.79423688,-0.105797967,-0.2853217,-0.194611173
b2029,-0.639431237,0.231821195,-0.10845525,0.458933269,0.065385494,-0.145037815,-0.056461561,-0.267061623,0.148807803,-0.235655925,-0.466785146,0.479383749,0.508126889,0.070560735,1.511767669,0.239008692,1.662470449,-0.120622388,0.557060449,-0.260671349,-0.743247459,-0.813447325,-0.629340175,0.852423359,0.522400409,-0.543442471,0.089132312,0.101792185,-0.284260516,0.070873678,0.285911666,-0.361942066,1.340831579,0.376008999,0.262018241,-0.254744013,0.17177196,0.066368317,0.095616029,0.633119269,-0.255301948,0.565912099,0.505071419,-0.641187402,0.628559149,-0.130990511,0.573001609,0.606706019,0.016285414,0.059403927,-0.493725264,0.024683942,0.397862869,0.475106489,0.538216349,0.738461729,-0.167800622,0.019282258,0.743540129,-0.450895286,1.671259479,0.552498739,0.080705348,0.100115041,-0.062176085,0.09453186,1.401290969,0.026027486,-0.561153464,-0.152753221,0.306875013,0.786190329,0.123243474,-0.436720094,0.446533849,0.566371999,0.193802125,0.327899794,0.241553536,0.448867249,-0.111637218,0.038534525,0.24513264,1.303729089,0.086961602,0.474516479,-0.119323435,0.601929459,0.557580399,-0.443006508,-0.060886455,-0.00292357,1.377429499,0.445135659,0.205320783,0,0.618448709,-0.348755545,0.531450719,0.047508138,0.045932035,-0.201919069,0.164320704,0.280389253,-0.443322044,0.503930169,0.527944349,0.734681619,0.135549594,0.588836989,0.289229747,-0.247852928,0.664572479,0.497062419,0.206903685,0.475482219,0.024160545,1.711947969,-0.186419906,0.076609246,0.800175229,-0.432093959,-0.328213199,-0.831617922,0.259067834,-0.144114522,0.306607319,0.762762939,0.576035059,0.514581479,0.2836526,0.24311204,-0.604023534,0.040845991,-0.400492027,0.084497651,0.437593099
