,p1k_00059,p1k_00129,p1k_00749,p1k_00177,p1k_00769,p1k_00479,p1k_00030,p1k_00062,p1k_00746,p1k_00399,p1k_00766,p1k_00001,p1k_00091,p1k_00770,p1k_00455,p1k_00727,p1k_00498,p1k_00402,p1k_00739,p1k_00768,p1k_00530,p1k_00087,p1k_00082,p1k_00122,p1k_00398,p1k_00058,p1k_00171,p1k_00731,p1k_00179,p1k_00032,p1k_00103,p1k_00063,p1k_00500,p1k_00742,p1k_00726,p1k_00151,p1k_00745,p1k_00750,p1k_00751,p1k_00111,p1k_00180,p1k_00403,p1k_00101,p1k_00531,p1k_00088,p1k_00721,p1k_00121,p1k_00495,p1k_00004,p1k_00752,p1k_00028,p1k_00719,p1k_00741,p1k_00128,p1k_00095,p1k_00397,p1k_00400,p1k_00029,p1k_00478,p1k_00165,p1k_00456,p1k_00112,p1k_00722,p1k_00723,p1k_00085,p1k_00031,p1k_00482,p1k_00172,p1k_00083,p1k_00020,p1k_00108,p1k_00123,p1k_00115,p1k_00166,p1k_00100,p1k_00132,p1k_00003,p1k_00174,p1k_00747,p1k_00002,p1k_00527,p1k_00728,p1k_00084,p1k_00499,p1k_00113,p1k_00089,p1k_00480,p1k_00110,p1k_00099,p1k_00150,p1k_00019,p1k_00394,p1k_00481,p1k_00178,p1k_00528,p1k_00126,p1k_00738,p1k_00765,p1k_00094,p1k_00526,p1k_00718,p1k_00396,p1k_00732,p1k_00725,p1k_00533,p1k_00098,p1k_00496,p1k_00477,p1k_00393,p1k_00740,p1k_00730,p1k_00401,p1k_00119,p1k_00102,p1k_00748,p1k_00090,p1k_00529,p1k_00497,p1k_00152,p1k_00114,p1k_00404,p1k_00532,p1k_00767,p1k_00086,p1k_00109,p1k_00395,p1k_00104,p1k_00124,p1k_00120,p1k_00737,p1k_00173,p1k_00729,p1k_00148,p1k_00131,p1k_00027,p1k_00153,p1k_00724
b2557,-0.745629716,-1.955651418,-0.481633077,-0.655716575,-0.778747319,-3.457397269,-1.461240783,-0.22132919,-0.933362342,-1.016219273,-0.782658547,-0.491749673,-0.489672522,-0.75712875,-6.978151639,-0.348687963,-5.81643776,-0.677152334,-1.010594851,-1.02729098,-2.000900878,-0.338622085,-0.571102217,-0.162587181,-0.639720986,-0.726160128,-1.516287474,-0.454767387,-3.250350247,-0.797579354,-2.74084261,-0.163821529,-5.912205036,-0.972773674,-0.825723775,-1.298518114,-1.093048506,-0.563280019,-0.687141187,-0.076501987,-3.102598871,-0.754304598,0.000498842,-2.151298794,-0.387494696,-0.799385214,-0.136175225,-4.724377641,-1.427643882,-0.849924532,-1.201245772,-0.691485352,-0.922539566,0.096317854,-4.108175287,-0.664293088,-0.937178321,-1.398854568,-1.796642195,-1.238583723,-6.734205082,-0.158764216,-0.340514784,-0.654405919,-0.233800571,-0.821823063,-6.661177502,-1.544258724,-0.561135444,-1.846774811,-0.763769555,-0.31212773,-0.952942743,-1.370828199,-0.298265392,-0.007469755,-1.052520115,-0.735120749,-0.91302377,-0.333258573,-2.482740693,-0.752682352,-0.260153465,-6.079597963,-1.193568365,-0.362314762,-3.510216893,-0.108814515,-3.479638209,-1.519000615,-1.818278827,-1.080779437,-6.582715782,-0.608131502,-2.22517975,0,-1.09318207,-0.69958355,-3.928261773,-2.321063082,-0.380551761,-0.80677202,-0.720180689,-0.844655747,-2.226421058,-3.481616683,-4.768771614,-1.669667725,-1.201241289,-0.981768045,-0.569261745,-0.732211895,-0.055897244,0.048028382,-0.880074188,-0.517699321,-2.49692784,-5.970553655,-0.988106895,-1.022435557,-0.530730629,-2.255292452,-0.975528557,-0.276284809,-2.475853831,-0.852118002,-2.736742241,-0.332464843,-0.112581519,-1.142529066,-0.819982681,-0.354662839,-1.760807933,-0.562794766,-1.24803601,-1.09045547,-0.543886417
b4397,1.421304048,0.126630267,-0.33311345,1.134539055,1.142490828,0.956416356,0.684999866,1.492330026,-0.115740556,1.548182385,0.911563038,0.872322782,1.133190346,0.938536566,0.3930357,1.176512268,1.98887383,1.934623061,0.857460239,0.9792004,-0.255142883,0.643329725,-0.019546331,0.880873617,2.603363859,1.354685253,1.156099567,1.446549828,1.466230205,0.998815087,0.259507052,1.202086163,1.236553024,0.989919622,1.35141411,1.15052113,0.135832862,0.055968167,0.966751795,0.904557013,1.299453196,2.650962425,0.353507815,-0.218160217,0.922173715,1.144507956,0.981116328,1.172901054,0.410982545,0.973985435,0.747681606,0.902317979,0.769918534,0.024528294,1.274089822,2.641751968,1.490127921,0.702692399,1.166177146,0.476094033,0.693106437,1.164369278,1.424048763,0.86096582,0.141758181,1.073357407,1.803628213,1.094406677,-0.271935068,0.604820541,1.071866149,1.032612537,1.394279864,0.649333118,1.189375425,1.511831361,0.644478962,1.047945314,0.501717206,0.875125809,0.291218913,0.850644158,0.2862437,1.12471689,1.491349119,0.996373571,1.1249407,1.199897535,0.97854841,0.830323017,0.668668785,1.11152905,1.774233325,1.234865674,0.578614387,0,0.944655112,1.196550744,1.067743894,0.596849515,1.452393312,1.714338154,0.879873516,1.29420767,-0.049189656,1.041138315,1.252723619,1.077998538,1.690805047,0.934882383,0.864841785,1.892032186,0.818388106,0.461502549,0.650626805,1.023993226,0.625163315,2.121172475,1.275071031,1.305081521,2.466359804,-0.022144071,1.181689357,0.746729577,1.205704172,2.008979849,0.331915738,1.074184414,0.818566243,0.901835423,0.8163689,1.25020769,0.988324908,0.668062065,0.670707294,1.629289131,1.916804303
b0452,0.269725544,1.285478556,1.194044864,-0.313345711,0.719868801,0.560657814,0.257753017,1.068500135,1.675083874,-0.641186343,0.327069317,0.28183003,0.484873385,0.555783387,-0.626239478,0.358707828,0.178505564,-0.363684774,0.735893751,0.579996644,-0.888775802,0.486811855,0.876423083,1.072554877,0.474426743,0.25248979,-0.090474006,0.322452796,0.05196018,0.581885843,-0.195500025,1.000742666,-0.204391876,0.453093598,0.240975515,0.16945448,1.551427737,1.363165926,-0.276689683,1.221728886,-0.176033447,0.445345015,-0.168298101,-0.885065697,0.625210802,0.286645853,1.247857627,0.004625228,1.430443417,-0.611405164,1.016128302,-0.200039982,0.623695677,-0.332222208,1.070439082,0.278471423,-0.767094497,0.477400243,0.257121224,-0.537600485,-0.973820862,1.205717962,0.128525505,0.163197831,1.073688854,0.668462668,0.069897137,-0.094588489,1.022348639,1.088261288,1.522462861,1.021807816,0.816990734,-0.305227921,0.257185513,0.577182477,1.447159226,-0.318086563,0.556082727,0.384047299,-0.62978412,-0.110195389,1.25917308,-0.167879419,0.83615511,0.655654835,0.565726463,1.181854016,0.797363746,0.451762528,0.818336837,-0.362492519,0.025759165,-0.484355023,-0.852823274,0,1.002617253,0.497207549,0.897754107,-0.680713259,-0.173624988,-0.152273519,-0.098078492,0.143574018,-1.332413135,0.634770183,0.035808073,0.10889716,-0.276477374,0.953595215,0.123650984,-0.552341902,1.326244223,-0.382764793,0.541468485,0.422917782,-0.624461047,0.241824585,-0.170569197,0.870048141,0.351213846,-1.283521945,0.886936606,0.483860101,1.609006444,-0.267750137,-0.06555706,0.988394889,1.27677007,1.190579816,-0.188136309,0.228632042,0.721289432,0.518043406,1.037366032,0.157645012,0.389143689
b3210,0.05475181,0.242516161,0.157491563,-0.34231818,0.124242622,-1.234798133,-0.003690138,0.506910204,0.580174585,0.231918418,-0.064086661,-0.122965126,0.113409466,0.184780654,1.56168544,-0.048301318,1.561125845,-0.138629435,0.097157039,0.364894145,-0.583137289,0.701393763,0.348140494,0.277290375,0.504877693,0.181173164,0.341276286,-0.07796769,-0.038992098,0.366431579,0.058681412,0.662970956,0.552780806,-0.123236863,0.163833595,0.434541453,0.648221886,0.404328009,-0.470501157,0.263527539,-0.010597077,0.311735987,-0.533520213,-0.321192616,0.607495361,-0.075252857,0.477101189,0.941292884,0.537175857,-0.623517371,0.333910574,-0.209187924,-0.10100354,-0.766946631,0.445781546,0.555188869,0.206604592,0.030969226,0.139120046,0.562931282,1.780489434,0.390034269,0.175915695,-0.263939495,0.168169848,0.367743225,1.702907129,0.330254064,0.206592684,-0.28238404,0.953953275,0.28280363,0.948554264,0.433917897,-0.253223652,0.061497875,0.715372516,-0.183960225,-0.483618577,-0.002025349,0.170611889,-0.415239107,0.173114318,0.58998269,0.762360093,0.463485581,-1.300749045,0.311438831,0.450745983,0.995201186,-0.207253932,0.506653814,1.595262725,-0.371329412,-0.001740316,0,0.22447739,0.175133812,0.48916518,-0.055712349,0.141845685,-0.042322162,-0.621571821,0.120364266,-0.628800732,0.546619069,0.996882171,0.158316588,0.349791601,0.041863173,-0.330309885,-0.07790135,0.497696768,-0.54481291,-0.352047636,0.132832173,0.300739983,1.535063302,0.289528127,0.97261063,0.155177945,-0.658634906,0.325755226,0.646619968,1.202417433,0.051048316,0.250493669,0.222409466,0.313868155,0.337573592,-0.248594661,-0.035219146,0.958433856,-0.618050833,0.399990953,0.307977311,0.594579839
b2942,-0.944193635,-2.807157767,-0.66564383,-0.20770071,-0.12187156,-6.082239027,-1.153608816,-0.63599375,-0.42114144,-0.20557054,-0.7708661,-0.56648377,-0.39844311,-0.06849522,-7.183978652,-0.52706888,-5.615497912,0.17272979,-0.38418224,-0.17457337,-4.114183814,-1.519749765,-0.961308748,-0.14660894,0.13146135,-0.961969135,-1.732994705,-0.30280217,-1.299781199,-0.77810134,-1.156653259,-0.56651351,-4.311861843,-0.42948158,-0.67008839,-0.82036509,-0.39322929,-0.41109876,-0.3340988,-0.976853614,-1.266348737,-0.03589387,-1.027895285,-4.673576126,-0.0506205,-1.726511243,-0.0279005,-4.262897394,1.28917346,-0.39544822,0.0449382,-1.329941612,-0.45235519,0.29831243,-2.214860806,0.04541078,-0.1102346,-1.103750766,-3.092351543,-1.923675077,-7.032086795,-0.85878005,-0.70965556,-0.900505341,-0.46230763,-0.8005484,-6.60418134,-1.853037736,-0.84210644,-1.65872714,-2.406983781,-0.11924168,-2.447135065,-1.809849034,-0.25760977,-0.51031865,1.39709818,-3.592632781,-0.27171763,-0.47191799,-4.332298087,-0.68284366,-0.25848381,-4.350953583,-2.636690017,0.00114718,-6.188763342,-1.032177926,-2.043098168,-4.284406844,-1.762950809,-0.05065984,-6.267273019,-0.29710171,-4.149287375,0,-0.23928855,-0.52457297,-2.167292827,-4.121382079,-0.921843589,0.11261621,-0.28785659,-0.71424873,-4.177443685,-2.068293286,-4.536664228,-2.904043653,0.14788279,-0.29619505,-0.41469075,0.08426612,-0.01994191,-1.014050714,-0.28415843,-0.42937278,-4.395445601,-5.826204368,-0.913548246,-2.542875002,0.26697181,-3.984588502,-0.16331609,-1.524874356,-2.857300584,0.33692398,-1.094555696,-0.13325975,-0.02660409,-0.24996196,-3.465771171,-0.42304955,-3.811624298,-0.983645047,0.12790122,-0.62200518,-0.43097577
b2743,0.604817567,0.316063729,-0.259590572,-0.144440356,0.718917895,-1.393768212,0.397966179,0.593282392,0.678227427,-0.298599939,0.385794369,0.154132164,0.602238368,0.657149948,-0.161745627,0.343790565,0.815458543,0.158704124,0.506230109,0.592804355,-0.290739115,0.950784559,0.049499031,1.055238237,1.084323673,0.606381093,-0.005901741,0.37936701,0.323363879,0.620982827,-0.115875128,0.818840289,0.442432715,0.483949367,-0.238024199,-0.014101513,0.814338291,0.197786565,-0.01406246,0.615868092,0.421926158,0.87952203,0.128861324,-0.122855888,0.839823486,0.677198283,0.913664973,0.432722936,1.0117371,-0.119545601,0.420080012,0.382239955,0.446235365,-0.355176362,1.001880762,1.308089644,-0.219702047,0.644134474,0.167262314,0.123069186,-0.130647639,0.645774531,0.354640572,0.265589317,0.090584457,0.459808877,0.503454642,-0.093605553,-0.143678701,1.036041312,0.77788029,1.027090706,0.972162362,-0.076904568,0.25259567,1.000508797,1.119186953,-0.320690399,-0.014115746,0.426883404,0.144110336,0.30102568,-0.004744467,0.5843957,1.069030295,0.884041428,-1.28200849,0.694330498,0.744470329,0.409750347,0.904735742,-0.269786238,0.356812193,-0.003554168,0.130967443,0,0.650601353,0.570462356,1.094360628,-0.004623576,0.357466505,0.119517499,0.279931059,-0.268769135,-0.320252768,0.899826985,0.411785599,0.258454201,0.039636696,0.664398783,0.375881603,0.239108531,0.855378103,0.099716902,-0.073889237,0.542506241,0.146815675,0.727165478,0.219356638,0.818536575,0.823005064,-0.327111417,0.430575101,0.789383497,0.871010553,-0.000294618,-0.248141825,1.038213246,0.908475474,0.695791369,-0.444491758,0.351142632,0.393239176,0.155213783,0.405655267,0.3051005,0.054229826
b1095,-0.752943413,-0.224818881,0.446825988,-1.006623697,0.076319688,-1.071583486,-1.074338972,-1.247789542,-0.217148448,-0.517165791,-0.595461349,-0.766396558,-0.502082234,0.076298618,-3.277755157,-0.685743216,-2.378295848,-0.692599353,-0.199947826,-0.561650044,-0.577028265,-1.172148748,-1.23576855,-0.798608044,-1.00157574,-0.780876678,-1.53910214,-0.608462351,-1.111862393,-1.230140912,0.299694068,-1.199432811,-1.089421684,-0.187295968,-0.75994067,-0.707350542,-0.251759945,0.264769898,-0.749119854,-0.828214406,-1.015405948,-0.813904018,0.244876838,-0.472870816,-0.562119066,-0.581328098,-0.855686489,-0.457822647,-1.489596761,-0.739817916,-1.498757676,-0.565413048,-0.177818578,0.210060348,-0.479450928,-0.943188057,-0.400280752,-1.041533303,-0.916975847,-1.560764266,-3.38375058,-0.776733845,-0.854086695,-0.540111143,-1.140959576,-1.253291112,-3.015717711,-1.553106496,-1.085459121,-1.081360774,-1.316775721,-0.872055575,-1.012508046,-1.631108624,-0.229563459,-0.739697748,-1.622899854,-0.908551283,-0.759944063,-0.69355723,-1.113701607,-0.665668662,-0.933129491,-1.138125801,-1.005984461,-0.542059994,-1.012979162,-0.757984189,0.156326348,-0.48090241,-1.046527895,-0.579467515,-3.046904048,-1.004518929,-0.827749782,0,-0.075958632,-0.727905201,-0.432592431,-0.958463965,-0.788893811,-0.729504555,-0.445868012,-0.702222894,-0.706878353,0.126200528,-0.630493842,-0.820911188,-0.412226563,-0.128566134,-0.447193165,-0.712545297,-0.65926734,0.248418438,-0.769362297,-0.456352818,-1.103881216,-2.399223133,-0.065411524,-1.014347063,-0.923026748,-0.660389689,-0.453416138,-1.229488578,-1.16242464,-0.69989912,0.320032848,-0.980850722,-0.774816442,-0.18298001,-0.99074,-0.676265379,-0.414693987,-0.091922646,-1.572421509,-0.102747952,-0.855128311
b0811,0.495187249,0.127401696,-2.882012972,-0.587916528,-0.21252997,-0.09784621,1.66335759,0.62576118,-1.019540293,-0.366314599,0.476544355,0.018537574,0.452589195,-0.138858004,-3.520493955,0.66809021,-2.134655689,-0.784396078,-0.607637546,-0.355518011,-1.499625162,0.87582449,1.22517498,-0.196958813,-1.230307632,0.47951692,-0.019840519,0.75203709,0.62515483,2.26148885,-0.706639219,0.71349598,-2.765903446,-0.862343904,-0.421626641,-0.74407373,-0.990539133,-2.345400824,0.152219855,0.287014805,0.529483778,-1.235844346,0.209146198,-1.389257408,0.346847933,-0.041373378,-0.367151037,-0.824038966,-0.777799022,0.038966822,0.472074428,-0.37116358,-0.754533172,0.084512208,1.03934533,-1.231382176,-0.388450833,1.63908515,0.464771876,0.516390888,-3.514864696,0.293387658,0.134324418,-0.454546529,1.10310759,2.28505283,-1.631375634,-0.144844141,1.14922618,-0.697862026,0.285094456,-0.283376444,0.221025549,0.421572026,-0.305701515,0.106072681,-0.598283575,-0.580430429,-0.277938788,0.084117176,0.066588458,0.193324073,1.00194426,-2.753332792,0.608202597,0.246897783,-0.116923445,0.310213642,0.7515703,1.0073793,-0.650111267,-0.28239331,-1.648451906,-0.600336147,0.14882898,0,-0.515109099,0.61811662,1.11520105,0.179474601,-0.055314414,-0.499082189,0.448000777,-0.519142,-1.808319576,0.79206543,-0.798689408,0.403382895,-0.613757974,-0.442157929,0.087259585,-0.677705448,-0.508434345,0.128699763,-0.253612241,0.487572462,0.230274738,-2.079276325,-0.038808079,0.509890616,-0.504907729,-1.882897311,-0.127838883,0.97880975,0.092052608,-0.442354749,-0.609942364,-0.206469057,-0.304508432,-0.393323451,-0.527411248,0.555281471,0.556738598,0.002093257,0.601341841,-0.097111821,0.154558597
b1982,-0.102631583,0.29240204,-1.093580745,0.076889393,0.469274912,-0.294231356,1.598126707,0.442350895,0.346925719,0.123723298,0.279095859,1.317521308,0.86023995,0.451041357,0.801614094,0.472695778,2.225833985,0.039126923,0.375190903,0.056005337,-0.758420198,0.778013171,1.577258757,1.468034533,0.344506592,-0.142083341,0.88804281,0.417271187,0.497748989,1.899186737,-1.180031315,0.510564513,0.107542646,0.187365056,-0.045512162,-0.791279286,0.425425696,-0.58123652,-0.01688136,1.382309801,0.432767489,0.29515178,-0.473624717,-0.333639072,1.064885077,0.587895443,1.420579206,0.458321141,1.284996683,-0.154783404,1.426381267,0.351423969,0.236310136,-0.346182309,0.622056735,0.208440539,0.050494366,1.523070346,0.586662972,0.208792422,1.106077547,1.279369262,0.750274301,0.104858776,1.921321415,1.841694303,2.334012579,0.873887067,1.419381298,0.336089412,1.080032332,1.406064227,0.35103658,0.24645117,0.250449994,0.724097359,1.334774769,-0.426444647,-0.262192019,1.422308426,-0.236049373,-0.05194224,1.602545289,0.087559395,0.198354513,1.016750141,-0.312538654,1.203894602,0.129975213,-0.286885998,0.328921685,0.354555474,2.241245981,-0.02307333,-0.180168521,0,0.653011511,0.71527467,0.753468061,-0.321129382,0.813132271,0.064159243,-0.044000455,-0.162454517,-0.719841064,-0.128325285,0.483554387,0.647760392,0.445276345,0.620966911,-0.001697792,0.083292682,1.386992298,-0.359440519,-0.122721673,0.828018593,-0.118372005,2.238142334,-0.609585546,0.313965034,0.631408022,-0.809258337,0.143905275,0.774561617,0.912659092,0.351963532,-1.014143059,1.505665874,1.300700136,0.621212981,-0.308690636,0.443721619,-0.046738176,-0.604070521,1.416137369,-0.408424562,0.775916803
b2573,0.516772107,0.816605506,-1.07754653,0.462814978,0.041594186,2.732781493,1.61063147,1.296949901,0.324747706,0.79559292,0.394767419,0.408861555,0.940020319,-0.073993513,1.50804815,0.413727259,2.072719243,0.354924397,0.636313051,0.94012677,1.158379103,2.007733451,1.099512548,2.277300859,2.079395936,0.553689201,0.584265053,1.084130989,1.135433798,1.77527506,0.062552716,1.184661857,2.513724881,0.718050667,0.538213733,0.166349444,0.397674127,-0.884655263,-0.057535059,2.053505622,1.120790949,1.643349706,0.54178946,1.28012808,1.458790633,1.028252792,2.759328583,0.44135826,2.299150717,-0.09296344,2.017657867,0.652432805,0.682054761,-0.666331681,2.210694084,1.89682257,0.885459683,1.512158348,1.6364327,0.53174144,1.482571822,2.000982912,0.343586528,0.605950335,0.533725465,1.722692956,1.852967022,0.605206164,1.040794236,2.343072367,2.353244773,2.202121201,1.980880476,0.413548285,0.517542589,1.5890751,2.106874168,0.192291312,0.180845402,0.445058524,0.765216626,0.219470833,0.358621847,2.536958912,2.364643306,1.466518944,2.788005443,2.156259503,1.198217809,1.449510994,2.263278932,1.321152202,1.794126586,0.488815928,0.886907568,0,0.779098798,0.417408594,2.172538443,0.871514735,0.385229705,0.752050111,0.928118768,0.523049445,1.149201523,1.169301719,0.490787644,1.715975578,1.478333504,0.729937923,0.28855615,0.260004107,2.831859813,0.618355316,0.274410238,0.978198601,0.820950773,1.984917201,-0.352553194,2.276029149,1.330578036,1.366635722,0.984385677,1.757107545,2.035097707,0.713943072,0.195501432,2.283481741,2.744058433,0.89151666,0.317291757,0.745167608,1.181322725,0.834726383,1.874857444,0.342534282,0.78669908
b3930,-0.305572719,-0.354020333,0.206398711,0.102996469,0.5437149,-1.002919236,-0.258201847,0.119525302,0.26471737,-0.246427714,0.382417559,-0.20263672,-0.199558416,0.653538134,-2.658875509,0.522982051,-2.745048246,-0.192644048,0.703768243,0.325123349,0.457382126,-0.972884851,-0.418019242,0.035552967,-0.042826715,-0.361382753,-0.634971721,0.555471424,0.204256144,-0.209244106,0.807942795,-0.055386534,-1.451155912,0.629730135,0.466937288,0.772745692,0.187665829,0.436630987,0.55306286,-0.141444893,0.296008876,-0.320260352,0.842518632,0.847701198,-0.260804356,0.635587157,-0.03660254,-1.380436135,-0.284049856,0.497635234,-0.111776048,0.624718614,0.731647645,0.291643101,-0.409654767,-0.154425622,-0.285502665,-0.348301852,-0.424370676,-1.164177115,-2.986887245,0.200068646,0.561426837,0.590389213,-0.069932302,-0.267551351,-3.188018786,-0.682241345,-0.600060036,-0.025470994,-0.449619666,-0.1428979,-0.446466128,-1.13395963,0.78184601,-0.118550128,-0.569973329,0.052091322,0.364741148,-0.106562448,0.396175216,0.863715643,-0.021479283,-1.39447684,-0.777208287,-0.331510173,-1.062555684,0.137072885,0.37585358,0.666914842,-0.005636938,-0.153911467,-2.93937321,0.127962439,0.671349173,0,0.598777636,0.505830876,-0.466260909,0.484922464,0.565177735,0.001284662,0.628973572,0.394581331,0.281186433,0.660110494,-1.297956609,-0.42471217,-0.111294233,0.71127771,0.747600382,0.125304088,-0.092422538,0.926285142,0.494163805,-0.155601893,0.513605757,-2.978283321,0.722561094,-0.587515616,-0.026923617,0.235253194,0.480049305,-1.238408523,-0.687252498,0.278730922,0.802665289,-0.007516074,-0.065736982,0.626491806,-0.325255314,0.554596507,0.599347191,0.165145495,-0.2691937,0.141738749,0.335951639
b1204,0.124685977,-1.461254101,-0.489512489,0.784293343,-0.268540583,-0.292802351,-0.086553706,0.559611674,-0.256965372,0.35113835,-0.568798794,0.431530309,0.431046974,-0.21194731,-2.121609681,0.275953299,-1.354957521,0.380583468,-0.175589069,-0.589453408,-0.820254228,0.024875476,-0.45376735,0.023213829,0.838910972,0.021803943,0.403773864,0.03864336,0.035106853,-0.099477151,0.43620346,0.195219122,-0.579648885,-0.144581497,-0.259005703,-0.829582544,-0.273795529,-0.353175855,-0.070132816,0.369083222,0.052220596,0.583952539,0.410886187,-0.741415747,0.4027749,-0.244441151,0.347556381,-1.38646356,-0.280285608,-0.117358724,0.119312591,-0.093144327,-0.359399423,0.437033987,0.147927208,0.651932353,0.048617727,0.036046018,-0.327584257,-0.572006637,-1.910079482,0.248437873,-0.187313099,-0.179129709,-0.35648845,0.004907775,-2.060745117,0.228242779,-0.35421569,-0.393986398,-0.645576049,-0.225382885,-0.247115446,-0.148636516,0.081114596,0.459953567,-0.027058368,0.760849966,-0.275768453,0.466669532,-1.172355022,0.060343875,-0.618705601,-0.394668283,-0.478152207,0.277533127,-0.142795319,0.238803491,0.32552236,-0.693362101,-0.612829789,0.314667307,-1.98045408,0.691502358,-0.789648912,0,-0.263976412,-0.254165671,0.180026267,-0.98125897,-0.03166565,0.751344959,0.014112339,-0.16181309,-0.883990218,0.50868706,-1.426221825,-0.21668994,0.144695445,-0.236561423,-0.125475536,0.536035444,0.17890975,0.364956545,-0.166167246,0.400550984,-1.345817542,-1.184514032,-0.506966331,-0.502048789,0.893866493,-1.136345754,-0.297496855,-0.002849832,-0.512960557,0.808745622,0.576824463,0.263068928,0.24860859,-0.473444713,0.82144692,-0.029172034,-0.6993578,-1.2206239,-0.057751828,-0.497305442,-0.011267982
b0166,-1.291781169,0.21255827,-1.805326132,-0.4948843,-0.86812966,-2.323949887,-0.34275116,-0.906182775,-1.145906509,-0.51946332,-0.58768896,-0.54360589,-0.54795033,-0.930754464,-0.69190866,0.23355987,-0.22068506,0.16287585,0.09830243,-0.56198779,-1.863733801,-1.762872235,-2.09298339,-0.78198276,-0.14734799,-1.314276887,-0.993359653,0.39625261,-1.159151494,-0.3630736,-2.047147227,-0.84752843,-1.817077351,0.07405783,0.12348048,-0.75132467,-1.101419039,-1.626841326,0.13704009,-0.40555391,-1.174782837,-0.09574596,-0.2736667,-1.62262465,-0.69508999,-0.349144,-0.81911914,-1.010869688,-1.420372271,0.10534781,-0.40510318,-0.30626586,0.10802936,-0.27820681,-1.77620225,-0.30068542,-0.44310804,-0.3927072,-0.977981323,-1.340178966,-0.4780082,-0.49169005,-0.21147099,-0.37225284,-1.412283208,-0.42905541,-0.38015473,-1.012133777,-2.113952708,-1.634833346,-0.7320765,-0.86476097,-1.140328506,-1.130057024,-0.24190448,-0.50356875,-1.215774949,-0.07726241,-0.27307952,-0.41289404,-0.889234045,-0.05342038,-1.486837748,-1.818034618,-1.262903025,-0.68719952,-2.379512968,-0.47683798,-1.625864447,0.70889993,-1.634531554,-0.8389183,-0.41001526,-0.41917463,-0.68459579,0,0.03436391,-0.50739976,-1.839716454,-0.897849198,-0.20065877,0.03256254,0.12267138,0.16294331,-1.551111931,-1.697931116,-1.05980084,-0.965676371,-0.86760097,0.08041671,-0.22127666,0.10245767,-0.84966846,-0.27977804,-0.1958902,-0.53331655,-0.70882477,-0.21429678,-0.8581451,-1.190086868,-0.10843808,-1.514045569,-0.6029038,-1.779641306,-0.927089412,0.11026854,-2.091132464,-0.917089467,-0.7887687,-0.02616426,-0.06610425,0.15326917,0.51277055,-0.12404964,-0.37765457,-1.05844881,0.54879759
