,heckmann_Acetate1_B1,heckmann_Acetate1_B2,heckmann_Acetate2_B1,heckmann_Acetate2_B2,heckmann_Acetate3_B1,heckmann_Acetate3_B2,heckmann_C13_A3_B1,heckmann_C13_A3_B2,heckmann_EVO1_B1,heckmann_EVO1_B2,heckmann_EVO2_B1,heckmann_EVO2_B2,heckmann_GLU_A10_B1,heckmann_GLU_A10_B2,heckmann_GLU_A4_B1,heckmann_GLU_A4_B2,heckmann_GLU_A6_B1,heckmann_GLU_A6_B2,heckmann_GLU_A8_B1,heckmann_GLU_A8_B2,heckmann_Glycerol2_B1,heckmann_Glycerol2_B2,heckmann_pgiEVO1_B1,heckmann_pgiEVO1_B2,heckmann_pgiEVO2_B1,heckmann_pgiEVO2_B2,heckmann_pgiEVO3_B1,heckmann_pgiEVO3_B2,heckmann_pgiEVO4_B1,heckmann_pgiEVO4_B2,heckmann_pgiEVO5_B1,heckmann_pgiEVO5_B2,heckmann_pgiEVO6_B1,heckmann_pgiEVO6_B2,heckmann_pgiEVO7_B1,heckmann_pgiEVO7_B2,heckmann_ptsEvo1_B1,heckmann_ptsEvo1_B2,heckmann_ptsEvo2_B1,heckmann_ptsEvo2_B2,heckmann_ptsEvo3_B1,heckmann_ptsEvo3_B2,heckmann_ptsEvo4_B1,heckmann_ptsEvo4_B2,heckmann_sdhEvo1_B1,heckmann_sdhEvo1_B2,heckmann_sdhEvo2_B1,heckmann_sdhEvo2_B2,heckmann_sdhEvo3_B1,heckmann_sdhEvo3_B2,heckmann_tpiEvo2_B1,heckmann_tpiEvo2_B2,heckmann_tpiEvo3_B1,heckmann_tpiEvo3_B2,heckmann_tpiEvo4_B1,heckmann_tpiEvo4_B2,heckmann_Xylose1_B1,heckmann_Xylose1_B2,heckmann_Xylose2_B1,heckmann_Xylose2_B2,heckmann_Xylose3_B1,heckmann_Xylose3_B2,heckmann_Xylose4_B1,heckmann_Xylose4_B2,BOP27(4gL Acetate)R1,BOP27(4gL Acetate)R2,"BOP27(4gLglucose, 5mM methionine)R1","BOP27(4gLglucose, 5mM methionine)R2","BOP27(4gLglucose, W2, 2gL cytidine)R1","BOP27(4gLglucose, W2, 2gL cytidine)R2","BOP27(4gl glucose, M9)R1","BOP27(4gl glucose, M9)R2","BOP27(4glglucose, W2, 2gl glutamine)R1","BOP27(4glglucose, W2, 2gl glutamine)R2",BOP27(4glglucose_NoTE_wDPD)R1,BOP27(4glglucose_NoTE_wDPD)R2,BOP27(Acetylglucosamine)R1,BOP27(Acetylglucosamine)R2,BOP27(Fruc)R1,BOP27(Fruc)R2,BOP27(Fumarate)R1,BOP27(Fumarate)R2,BOP27(Galactose)R1,BOP27(Galactose)R2,BOP27(Glucarate)R1,BOP27(Glucarate)R2,BOP27(Glucose wPQ)R1,BOP27(Glucose wPQ)R2,BOP27(LB)R1,BOP27(LB)R2,BOP27(Pyruvate)R1,BOP27(Pyruvate)R2,BOP27(Sorbitol)R1,BOP27(Sorbitol)R2,BOP27(W2wCytosine)R1,BOP27(W2wCytosine)R2,BOP27(pH5.5)R1,BOP27(pH5.5)R2,CRPAR1 B1,CRPAR1 B2,CRPAR1AR2 B1,CRPAR1AR2 B2,CRPAR2 B1,CRPAR2 B2,Del-Cra_Acetate R1,Del-Cra_Acetate R2,RPOBE546V(Glucose)R1,RPOBE546V(Glucose)R2,RPOBE546V(LB)R1,RPOBE546V(LB)R2,RPOBE672K(Glucose)R1,RPOBE672K(Glucose)R2,RPOBE672K(LB)R1,RPOBE672K(LB)R2,del-cra glucose R1,del-cra glucose R2,del-cra(Fructose)R1,del-cra(Fructose)R2,del-crp glucose R1,del-crp glucose R2,del-crp glycerol R1,del-crp glycerol R2,evo04R1,evo06R3,pgi1R1,pgi1R3,TCS_WT_etoh__PnPR1,TCS_WT_etoh__PnPR2,WT_42C__PnPR1,WT_42C__PnPR2,glu_glu_ale4__glu_403_13__PnPR1,glu_glu_ale4__glu_403_13__PnPR2,hot_tale_hot_ale3_30C__3_228_30C__PnPR1,hot_tale_hot_ale3_30C__3_228_30C__PnPR2,hot_tale_hot_ale3_37C__3_228_37C__PnPR1,hot_tale_hot_ale3_37C__3_228_37C__PnPR2,hot_tale_hot_ale3_44C__3_228_44C__PnPR1,hot_tale_hot_ale3_44C__3_228_44C__PnPR2,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR1,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR2,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR1,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR2,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR1,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR2,ros_tale_7_103_0pq__PnPR1,ros_tale_7_103_0pq__PnPR2,ros_tale_7_103_250pq__PnPR1,ros_tale_7_103_250pq__PnPR2,ros_tale_7_103_750pq__PnPR1,ros_tale_7_103_750pq__PnPR2,tcs_del_baeR_etoh__PnPR1,tcs_del_baeR_etoh__PnPR2,tcs_del_phoB_m9__PnPR1,tcs_del_phoB_m9__PnPR2,tcs_del_phoB_m9p__PnPR1,tcs_del_phoB_m9p__PnPR2,tcs_del_rcsB_etoh__PnPR1,tcs_del_rcsB_etoh__PnPR2,tcs_wt_CuSO4__PnPR1,tcs_wt_CuSO4__PnPR2,tcs_wt_lb__PnPR1,tcs_wt_lb__PnPR2
b2574,-1.071890136,-1.155153423,-0.615265722,-0.617232187,-1.077223869,-1.040197496,-0.620436516,-0.319055576,-0.776619984,-0.682225131,-0.08361224,-0.165229312,-0.327923536,-0.338780505,-0.270216119,0.270216119,-0.635354666,-0.600781289,-0.874116003,-0.190723683,-1.027327484,-1.026285864,0.100120459,0.214278222,-1.008921355,-0.983068099,-0.969112478,-0.66181299,-0.67216651,-0.553480476,-0.507871727,-0.515343574,-0.839539886,-0.932254889,-0.415463102,-0.444420004,-0.445153381,-0.453814857,-0.737120316,-0.505068769,0.222943075,0.228165958,-0.273545215,-0.108593051,0.012643401,-0.053828418,-0.83005113,-0.619557473,0.278021687,0.359082989,-0.874511728,-0.856789518,-0.945333977,-0.949697072,-0.201224107,-0.973986088,-0.484087079,-0.980737351,-1.009113429,-1.008377731,-0.327535466,-0.700934243,-0.933887067,-0.878087899,-2.934386981,-3.066428339,0.76829196,0.577956672,-0.509888873,-3.356007775,0.199687607,-0.60465559,-0.194699073,0.012168665,-1.362400112,-1.482706019,-1.328218174,-1.17347095,-0.559649689,-0.684625183,-3.259508127,-3.220531786,-0.589115257,-0.427175192,-1.715958714,-2.790530872,-0.222869134,-1.43427998,-3.11882038,-3.058113131,-1.860824986,-1.936701959,-1.041668345,-1.005616269,0.097021603,1.395710877,0.884751634,1.48961076,-0.911739703,-2.880201028,-0.582170639,-1.166239665,-0.490453668,0.18009982,-2.08569066,-2.198023521,-0.799806984,-0.786430694,-3.353787065,-3.268460323,-0.411330858,-0.287158086,-3.175482925,-3.288764842,0.509982001,0.389933703,0.702113436,1.322570675,-1.939560541,-1.885124658,-1.604275513,-3.112478568,-0.095751753,0.095751753,-0.718436678,-1.472955462,-2.812096174,-2.726513917,0.312278206,0.738392789,-0.629342877,0.629342877,-0.284109797,0.887861183,0.345476022,-0.581941973,-0.009879711,0.337374646,1.204861029,0.288254205,-0.292854211,-0.843190098,0.657752929,1.089327408,-0.237827814,-1.141389406,-0.623754249,-0.988948018,-2.72745331,0.049458428,-2.843385419,-2.81313439,0.968204105,0.946985999,0.290230853,0.862604884,-2.838157311,-2.901861286,-2.697889999,-2.652600275,-2.789341436,-2.654299138
b4314,-3.412430129,-3.494714194,-2.003828025,-2.402353172,-1.719459313,-1.404136666,1.212473511,1.531606441,-0.322377417,-0.929418755,-0.603113253,-1.877245575,-1.57907886,-1.08474567,0.8029005,-0.8029005,-1.024832825,-0.450787976,-2.047326994,-1.753377138,-1.772274074,-2.116021427,0.509601593,0.743784977,0.466031857,1.048918085,1.26593097,0.716193572,1.039771639,0.743959386,-0.041484017,0.215815171,-2.356615253,-1.735212373,0.357427353,1.487052626,-2.846137696,-2.461524075,-1.930807495,-1.59442839,-1.661225805,-1.695731322,-2.393887781,-3.487300882,-2.644929012,-2.738793169,-1.062085846,-1.044086213,0.231254732,-0.748491286,-3.402254421,-3.384760963,-3.153822243,-3.434218839,-3.072220761,-3.000315692,-1.726009259,-1.917148509,-0.588837988,-1.356474987,1.35802807,0.953307704,0.535547325,0.72477896,-0.486200696,1.131483652,2.878864916,1.538008201,1.630782928,0.308852273,2.127636426,1.771749925,1.063178384,0.166382276,3.685482858,4.491605568,6.348406927,3.999670179,0.633888212,3.655987651,6.059430787,5.824942431,-0.812470251,2.590601991,8.952343379,9.12176159,1.966623001,1.638334801,5.864941477,5.674598054,6.512647938,3.127379801,3.169400396,2.679963901,3.894754473,2.317755501,4.598509022,2.503084731,4.292748121,1.84077895,5.333733707,5.89098763,4.953016884,5.593903831,1.286297425,0.795247288,0.791053931,-0.016221018,-2.410400961,0.288223982,-0.16100011,-0.731175364,-0.331474911,-1.103734344,4.245938026,3.958218066,3.843174945,4.68000203,5.081446141,4.752630186,4.606224484,6.858235809,-0.311074842,0.311074842,3.108457386,8.109810671,-2.110720819,-3.750723383,-1.169059355,-4.01497258,-0.466360525,0.466360525,-3.839764071,-4.080316197,-3.889598983,-0.854987059,-3.613059485,-3.861073579,-1.348645564,-3.308791792,-1.867449182,-4.203413826,-3.118843321,-2.600711587,-7.449590606,-7.428739248,-7.476549722,-7.415252776,-7.437310931,-7.44615742,-3.26766779,-5.199183399,-3.588133005,-0.385710897,-2.328729323,-6.703161847,-7.479630261,-7.503079549,-7.425668751,-7.407552146,-7.461216336,-7.408237883
b3209,0.795377039,0.191081991,1.83032842,1.639419469,0.67788835,1.072269308,0.264825399,0.444526577,0.365846049,0.62334477,-0.431480722,-0.026688212,0.157057017,0.304768665,-0.120322289,0.120322289,-0.862387446,-0.128709483,-0.090747243,-0.392639734,0.092930117,0.015118479,-0.697714934,0.408169488,0.095990497,0.272142718,0.332952164,-0.117172852,0.693625297,0.619543598,0.492016731,0.65958061,0.429429662,0.355386077,1.073345359,0.549269906,0.17656187,-0.251451036,-0.181709159,-0.368151807,0.104720587,-0.463849328,-0.531121189,-0.74900952,-0.68408705,-0.418253301,0.062425419,0.594833951,0.592675942,0.471564743,0.100835345,0.057740021,0.267404867,-0.474391922,0.336230446,-0.260600049,-0.054091694,-0.396457691,0.439323688,0.530123425,1.178870982,0.661626644,0.246952346,0.377661933,2.255253376,0.543838582,1.027404177,3.348149569,1.171409873,1.205905844,1.046220812,-0.176266735,0.615166708,0.256186504,1.271440867,0.988927486,0.438013621,1.989869286,-0.016851059,1.664616096,1.26638593,1.753067883,0.576283941,0.320750753,0.751541112,0.762044033,0.574651976,0.804874418,-0.223308963,-0.244788246,2.360799193,1.91089809,-0.946773967,0.612511691,0.897954779,1.669687333,-0.090532295,0.770456525,3.050321696,1.699618173,1.365640193,0.668439311,2.097142466,2.311409336,0.357810495,-0.589932884,-1.984608139,-1.164402934,0.074067046,-0.371824379,0.476150524,-0.414021185,0.104621239,-0.294687365,1.352385534,0.411997947,-0.30867216,0.539282172,0.839663866,-0.519795072,-0.580983425,0.735582545,-0.095292877,0.095292877,-0.08268706,-0.726230053,1.256858189,1.291552741,1.698720753,1.530318814,-0.000745505,0.000745505,-0.032782151,-0.460759358,0.423028605,-0.278198383,0.625287003,0.243399722,-1.224710744,-0.064772432,0.359434411,0.240884719,0.786967299,0.50368604,-0.413830852,-0.666485388,0.076686303,0.281006174,-0.136229207,-0.673190099,1.166482894,1.09974669,-0.236215111,0.465038515,0.637561586,0.385291177,2.185052485,1.942958268,1.291064379,0.956046419,1.293930171,0.536496093
b1199,2.308147469,2.453866024,0.903418648,1.256455099,0.998005136,1.035041261,0.527003549,0.789470681,0.168966764,0.176731237,0.396769231,0.635005662,0.560057634,1.040835942,0.064361971,-0.064361971,0.172107231,0.490462698,0.136562142,0.081813867,0.840791164,-0.095663258,-0.053889413,1.164818739,-0.088763169,0.847349028,0.736183541,0.700585088,0.851305164,0.155614351,0.082617676,-0.306267219,0.47194194,0.450093085,1.014830634,0.986009104,-0.403944091,-0.435623641,0.859496767,0.816229697,-0.316284092,-0.316092058,0.800882822,0.736491328,0.081612351,0.075988643,-0.105227221,-0.142876054,0.355927301,-0.035555454,1.004421745,1.1247025,-0.240432918,-0.354638681,0.970154573,1.020981653,1.582016666,0.186722565,1.885260454,0.066846535,1.682386424,0.75823938,0.203432618,0.935669716,0.872545553,-1.279407466,-0.378358177,-0.8287799,1.295612187,1.389527695,1.287571309,0.403306197,-4.075010519,-4.101963443,-1.051753217,-0.629585589,1.680110813,1.517495059,0.650038732,0.802771407,2.398170761,-0.70388178,0.192868282,0.459983992,1.648104843,0.840340761,0.631058644,0.417949852,1.649821905,0.876654495,-1.952400757,-1.969671404,-0.864968182,-0.543489883,1.769093465,1.706654385,0.791272162,-1.920154228,2.734934021,0.988893146,2.55323318,2.239869697,2.730036582,2.634080532,-4.105135868,-4.116626617,0.092416138,0.159043746,1.491384931,-0.506475013,-1.109109944,0.241117719,1.264415427,-4.06040241,1.596461737,1.415616846,0.732063656,0.140011806,-2.25917714,-2.258567933,-0.975928158,-2.51176003,-0.299781263,0.299781263,0.916183333,-0.052475915,0.826381324,0.923745437,0.955266741,2.525853914,0.189702388,-0.189702388,-0.292837987,0.76213515,-0.052696039,-0.677451674,1.489002741,1.757907299,-0.715884908,-0.798182961,1.694414261,1.80911108,0.041434675,0.2267159,3.325729384,4.239610076,5.046749969,5.444423098,0.076864728,0.759771179,1.757552624,1.792775827,0.300357364,1.027092357,0.905184884,1.105992382,0.472790552,0.099368599,0.753290961,1.507140459,1.440440602,1.196117765
b1107,-0.659910006,-0.509873262,-0.504291185,-0.546823153,0.181760629,0.060647345,-0.28057035,-0.365039954,-0.101190565,0.661098012,0.494843897,-0.261367447,0.260664437,0.137195227,0.071509654,-0.071509654,0.046506487,-0.151172467,0.108009429,0.161904174,-0.42420264,-0.639078706,-0.083094544,-0.294695722,0.308356313,0.530076563,-0.477623765,0.281572572,0.145694539,0.424845238,-0.188940272,0.569682465,-0.036161367,-0.356876501,0.160843255,-0.497872406,-0.175410941,-0.237237,-1.020320897,-0.73836135,-0.650774758,-0.716338706,-0.343579839,-0.395270068,-0.384142318,-0.316695504,-0.213470151,0.110150571,0.099040819,-0.221299113,0.059289632,0.051842756,0.867073346,-0.197669392,0.196995644,0.163433693,-0.128261444,-0.472317932,-0.162655786,-0.398087491,0.663577427,0.081585268,0.167437343,0.045400841,-1.024920421,-2.265099102,-0.535596512,0.564528879,-0.370528811,-2.534205687,-0.172833632,-4.268189649,-2.260786564,-0.835553518,-1.870232936,-0.662144522,-0.28695582,0.489343505,-1.477382626,-1.515575088,0.228250631,0.230450485,-1.581484227,0.61671883,0.963545611,0.454504872,-0.227659799,-0.697194297,0.281464811,-0.79031886,0.129676668,-0.933856047,-0.761478871,-0.671107366,-1.684994524,-0.872017275,0.499335102,0.795852926,1.142384485,-2.310230102,0.119900441,0.159345731,-4.290971265,-4.28321013,-0.588292956,-1.38118505,-1.268383688,-2.836372378,-3.83989574,-0.861511164,-3.313729365,-3.316342838,-0.969691519,-2.624687278,1.058961164,0.349939222,-0.72256594,-0.261913171,-1.618636458,0.692497944,-1.042683275,0.733640393,-0.426256887,0.426256887,-0.35468589,0.599605206,0.69105896,0.787221926,1.565121022,0.617672606,0.051743466,-0.051743466,-0.476271408,0.022835493,0.340027158,0.386573184,1.008330985,1.066616261,1.575496784,0.988105672,-2.777166651,-2.723419499,-2.746413204,-2.781223371,0.197738337,0.256256601,1.514039336,0.673671332,0.1833407,-2.388449753,0.810633886,-2.750737533,1.048212569,1.69548333,-0.887202049,1.530082493,1.522648558,0.340750898,1.683597994,1.73508945,1.090019215,1.242728061
b1919,-1.130477291,-1.017802627,-0.440648369,-0.244016682,-0.767897984,-0.639269975,-0.297794061,-0.150341372,0.287347197,0.043687363,-0.418487038,0.360434832,-0.054166528,-0.001096604,-0.095815309,0.095815309,-0.347522097,-0.063283657,-0.007256473,-0.368066756,-0.871514418,-0.805645197,-0.319318331,-0.274727885,-0.577329008,-0.52495811,-0.238177141,-0.479161116,-0.317368796,-0.230977682,-0.350077036,-0.220449278,-0.180327135,-0.347086353,-0.042514933,-0.49026195,-0.816506094,-1.039680079,-0.243961911,-0.537232507,-0.308000813,-0.779575092,0.139274766,-0.182157329,-0.59628912,-1.067754753,-0.226089858,-0.039046484,-1.263868171,-0.480282484,-0.184338559,0.102487291,0.201848482,0.105400724,0.196844346,0.072236951,-0.214120047,-0.463871968,-0.198973349,-0.277851033,-1.162658983,-1.149272356,-1.008756736,-2.071999065,-0.234548569,-0.391690058,-1.263626493,-1.237270189,0.033561686,-1.451979122,-0.253251544,-0.483361551,0.027593137,-0.762698391,-0.10327168,-0.416937837,-1.057984587,-0.963592381,-0.457959655,-0.764862028,-0.353102989,-0.686019213,-0.682153993,-0.65230697,-1.01607913,-1.220783991,-0.28731116,-0.714405321,-4.414504052,-5.142699843,-0.22051962,-0.469411324,-2.613095323,-0.503589317,-0.461118816,0.101807947,-0.215266305,-0.145518646,-0.72355186,-1.015408167,-0.543445801,-0.675140994,-0.155656688,-0.573153627,-0.65959384,-0.821310453,-0.501438764,-0.404782658,-2.997961354,-3.226826647,-1.403036575,-0.209863561,-3.00045195,-4.060175874,-0.145008049,-0.731309253,-0.725609819,-2.68675004,-0.999465609,-0.84646539,-0.827372784,-1.01963066,0.014116175,-0.014116175,-0.272589715,-0.565194886,-2.194250523,-2.899273672,-0.45555409,-0.290256988,-0.372656625,0.372656625,0.62581082,-0.102814003,-0.518508786,-0.666343782,-0.499287184,-2.187884712,-0.132650645,0.894543206,-0.721160884,-0.557472643,-2.012013842,-1.802607427,0.732146591,-0.042615975,0.3423169,0.604376402,0.362589464,0.136761232,-2.74066384,-1.674627577,-2.595031884,-1.303564617,-0.955080835,-1.296562066,-2.948089164,-5.516877138,-5.315754561,-3.474226999,-3.419053557,-4.384849436
b2281,1.493374654,1.682485355,1.21275601,1.21228189,1.11862762,1.310258911,0.76990126,0.786445653,0.700198673,0.614586353,0.422153922,0.409954886,0.502767563,0.176878658,0.027569274,-0.027569274,0.616766377,0.765859827,0.898070504,0.66759294,0.349970449,0.062636564,0.114202239,1.221687748,0.285918994,0.325532674,0.091260344,0.074645999,0.609139544,0.633553388,0.770042125,0.324781854,0.856884598,1.18115811,1.406390798,1.111738698,0.670058634,0.841810328,0.925955615,0.616704347,0.510206271,0.768004665,1.317409413,0.766767706,1.002079563,0.908228997,0.46322185,0.81823183,0.901959721,0.564951551,1.276747789,1.144891734,1.275981381,1.124246269,1.355299125,1.480202914,1.020583766,0.805079215,1.654456819,1.292751705,1.529128569,0.993054768,1.620154224,1.501220286,-1.454021217,-1.936265153,-0.700352582,-1.147438737,-1.346766471,-2.073344324,0.50406879,-0.120124722,-1.46416874,-2.350645171,-0.723748587,-1.205206026,-0.699496454,-0.436917427,0.263091884,0.032376672,-1.581226355,-1.664170143,0.33162215,-0.003906069,0.124498319,0.118742145,-0.150801839,-0.613507494,0.040212355,-0.631244751,0.295865564,-0.054279227,-0.732882949,0.279715159,-2.151410928,-1.148333239,-0.072305067,0.127317313,-0.323807056,-0.531165916,-0.507645014,-0.388236411,1.055573165,1.284140304,-1.436678679,-1.794097235,-0.932414503,-0.509715776,0.598181783,0.029114167,-2.704002364,-0.806334759,0.848610089,-0.396009292,0.185848225,0.021423877,-0.411498792,-0.957783468,-1.035281913,-0.366691759,-0.643624204,-0.749451408,-0.042471152,0.042471152,0.004692676,-0.724051218,1.196101151,0.387900059,0.963575316,-0.089751459,-0.245938624,0.245938624,-0.526861588,-0.507573451,-1.014115885,-0.89975793,-0.635206508,-1.030633553,-0.28188431,-0.420491095,-1.323962359,-0.443964254,-1.953118415,-1.441526968,-1.413124176,-2.186367687,-1.188902443,-1.441411457,-1.121293963,-1.231170337,0.744072914,1.20439211,-1.258979868,-0.375770033,-0.326728756,-0.590252285,1.526525068,0.379408412,0.324708316,0.403532898,0.915496682,0.595017258
b2301,1.426342705,0.500583245,0.633088493,0.318623837,0.63179097,0.500340434,0.952251074,0.966608964,2.007876561,2.711113742,2.182484773,2.100879612,1.343574149,1.332765315,0.007745281,-0.007745281,1.528889736,0.279831616,0.009137394,-0.04519822,2.34591748,1.059560379,2.442907683,2.471022265,0.027832057,0.053215899,1.580888379,1.545091515,0.189890728,0.211627058,1.773384704,1.026850106,1.280893576,1.543028627,2.004965375,2.527135714,-0.042797614,-0.074565128,-0.002782107,-0.045290024,-0.048851802,-0.048659682,-0.045000788,-0.108231328,-0.019466019,-0.025049811,1.530074818,1.491730465,2.800823169,2.781465987,-0.023861437,-0.006502305,1.996021054,2.432961621,1.330991578,1.311440871,2.58343148,2.1791175,1.642668169,2.360219811,1.887612584,1.347457867,0.101526447,0.156372664,-0.779798767,-0.74668721,1.114147335,1.522810039,2.767953092,-0.444930132,1.203901756,1.206335549,2.723275368,2.079709311,2.870568336,3.243949517,0.549108361,-0.065151492,-0.730168132,-0.71837552,1.583258946,1.383670857,-0.71669658,-0.633521196,4.244598615,1.441801506,1.57619436,2.17484995,1.931055532,1.993000455,0.844269036,-0.244066792,-0.756293169,-0.721040887,1.114086028,1.062067202,4.555412085,1.883189047,2.329465913,-0.254139019,0.333264044,1.630905615,-0.303348678,-0.289847892,2.593879892,1.583495002,-0.69507706,-0.68977097,-0.69773222,-0.658959529,-0.727258689,-0.728761999,-0.615282405,-0.668299442,0.657140261,0.70952244,0.560327156,0.568539998,0.466711276,1.760976607,1.315903549,3.704226982,-0.694134677,0.694134677,1.74142918,0.716673713,-1.046409807,-0.989420228,2.087988276,0.449314867,0.043963033,-0.043963033,2.041333408,1.878617472,-1.29442913,-1.270769802,-1.326626354,-1.298333321,0.023567088,-1.312860494,-1.289487814,-1.236554108,-1.25920346,-1.293481916,-0.122172764,1.038096914,0.496639431,0.655646526,-0.335384639,1.090968838,-1.280758849,-1.263462423,0.989196428,2.505423468,1.321030925,2.034728307,-1.277780714,-1.313751893,-1.196153657,-1.169092547,-1.249749514,-1.170113802
b2369,-0.625056992,0.090551956,0.530699619,0.382789224,-0.32474584,-0.316022108,0.230899037,0.667410227,-0.579290196,-0.571589449,0.166769251,-0.562342623,-0.585518781,-0.596114462,0.24790675,-0.24790675,-0.528789937,-0.49492871,-0.361272458,-0.003733437,-0.160752613,-0.159722181,-0.396108136,-0.284375085,-0.645091528,-0.619763908,-0.606088214,-0.641088432,-0.631827609,-0.610205801,-0.610549478,-0.617845427,-0.596555585,-0.618114749,-0.482052896,-0.51038826,-0.715559466,-0.747251622,-0.675636559,-0.718046024,-0.721599421,-0.721407753,-0.717757468,-0.780836132,-0.692282174,-0.69785305,-0.609604872,-0.647106618,-0.235426913,-0.245222206,-0.696667429,-0.329072672,-0.744264073,-0.748524661,-0.233232493,-0.58973741,-0.538583021,-0.256403409,-0.586379679,-0.585658078,0.542194497,-0.583031499,0.284277124,0.702900055,-2.336372685,-2.289168469,1.238784814,1.012321519,0.992344902,-1.732273054,1.541446518,1.611012335,0.199581995,0.087902689,0.883509338,0.600640109,0.673473802,0.256332222,-1.930071567,-1.910335204,-1.03819245,-1.002463746,0.80468808,-1.940070569,1.385268196,1.248434801,1.237939327,0.107614505,1.011116735,-0.473521934,0.91137986,-1.894752701,-0.960884399,-0.882915652,-0.089929982,1.195695334,0.70964528,1.347507683,1.571236281,-2.690512735,1.595129958,1.115904329,1.284296925,2.222750606,2.425415742,2.728316703,1.072612886,1.483788096,-1.73054203,-0.248334007,0.153599403,0.947746119,0.846799314,-0.322885944,3.500281864,2.937884578,3.238162584,3.107781848,0.370592706,-2.268319824,1.052109452,-1.973597758,-0.130245553,0.130245553,-2.713584421,-2.690104152,1.675685411,1.381454704,0.98846468,1.686452073,-0.321657647,0.321657647,-2.436938187,-2.528770055,-2.497506615,-2.471155031,-1.932394581,-1.890888153,-2.469456564,-2.518069701,-2.491998943,-2.433131705,-2.27516906,-2.317240115,-2.428241587,-2.39345663,-2.47372396,-2.371134666,-1.76880784,-1.787813188,0.506427705,1.77076906,-1.573063248,2.11744216,1.488157513,2.562468013,2.105611809,-0.955388815,2.069339549,0.964814893,1.039280007,1.575133207
b2742,-0.768746587,-1.084249143,-0.160926406,-0.020391966,-0.294067648,-0.313709044,-0.121534044,0.025217266,-0.092717035,-0.199408619,-0.03178319,-0.167384492,-0.17801887,-0.246453202,0.003569893,-0.003569893,-0.356465846,-0.154997634,-0.123929215,-0.282897381,-0.402281031,-0.85006524,-0.331639629,0.137944052,0.213821701,0.16593569,-0.103668366,0.305371055,0.164317251,0.021419103,0.15631892,0.028565135,-0.035657148,-0.180134865,0.07887871,0.132224345,1.010047258,0.782900201,1.821542678,1.69693624,1.952591266,1.778327575,0.064952868,-0.061036263,-0.057069304,-0.108581335,-0.150833611,0.004405611,-0.001204822,-0.035818327,-0.210145883,-0.105102605,-0.190937787,-0.266924307,0.263292679,0.330983613,-0.403121587,-0.660866585,-0.057539255,-0.113846988,0.466429383,0.259573102,0.06718594,-0.17610081,2.163286155,-0.123060168,-0.048345248,-0.2231764,0.84070667,-0.375632449,0.278333495,-0.031904767,2.271645322,0.842199721,0.38741177,0.123757574,-0.441950466,-0.199341159,-0.228398214,-0.618684572,0.141616102,-0.873643278,-0.060529601,-0.207312814,-0.487123088,0.161148413,0.198201892,-0.115495967,-0.598866887,-2.225632062,-0.514960712,-0.689945065,-0.957380143,-0.505165243,-0.090794857,0.619099284,-0.343318636,0.090312199,1.919301926,0.062419512,0.721138222,0.115099004,0.605515351,2.525945693,-0.140485475,-0.347875369,-0.632845248,-0.387852853,0.438575796,-0.427987399,-0.902530388,-0.239535442,-0.429442383,-0.406752305,0.431808151,0.200061889,0.590561347,0.764742787,2.096577553,0.40341923,0.716193657,0.165455389,-0.129000596,0.129000596,-0.061247392,-0.466512541,0.815584148,0.24115801,0.520024064,1.452858944,-0.352088754,0.352088754,-0.658562911,-0.191886443,-0.360004483,-0.389637677,0.985454019,0.571077981,0.121922856,-0.046646671,-0.640176566,-0.151401287,0.411854899,0.708256518,0.801094625,0.174664174,0.950927044,0.79051283,0.858545545,0.667653733,0.230554082,1.228488395,0.941410465,0.949630027,0.571638835,0.547363052,1.135622393,-0.068613334,0.353757637,-0.101643225,0.794349295,0.349613219
