,heckmann_Acetate1_B1,heckmann_Acetate1_B2,heckmann_Acetate2_B1,heckmann_Acetate2_B2,heckmann_Acetate3_B1,heckmann_Acetate3_B2,heckmann_C13_A3_B1,heckmann_C13_A3_B2,heckmann_EVO1_B1,heckmann_EVO1_B2,heckmann_EVO2_B1,heckmann_EVO2_B2,heckmann_GLU_A10_B1,heckmann_GLU_A10_B2,heckmann_GLU_A4_B1,heckmann_GLU_A4_B2,heckmann_GLU_A6_B1,heckmann_GLU_A6_B2,heckmann_GLU_A8_B1,heckmann_GLU_A8_B2,heckmann_Glycerol2_B1,heckmann_Glycerol2_B2,heckmann_pgiEVO1_B1,heckmann_pgiEVO1_B2,heckmann_pgiEVO2_B1,heckmann_pgiEVO2_B2,heckmann_pgiEVO3_B1,heckmann_pgiEVO3_B2,heckmann_pgiEVO4_B1,heckmann_pgiEVO4_B2,heckmann_pgiEVO5_B1,heckmann_pgiEVO5_B2,heckmann_pgiEVO6_B1,heckmann_pgiEVO6_B2,heckmann_pgiEVO7_B1,heckmann_pgiEVO7_B2,heckmann_ptsEvo1_B1,heckmann_ptsEvo1_B2,heckmann_ptsEvo2_B1,heckmann_ptsEvo2_B2,heckmann_ptsEvo3_B1,heckmann_ptsEvo3_B2,heckmann_ptsEvo4_B1,heckmann_ptsEvo4_B2,heckmann_sdhEvo1_B1,heckmann_sdhEvo1_B2,heckmann_sdhEvo2_B1,heckmann_sdhEvo2_B2,heckmann_sdhEvo3_B1,heckmann_sdhEvo3_B2,heckmann_tpiEvo2_B1,heckmann_tpiEvo2_B2,heckmann_tpiEvo3_B1,heckmann_tpiEvo3_B2,heckmann_tpiEvo4_B1,heckmann_tpiEvo4_B2,heckmann_Xylose1_B1,heckmann_Xylose1_B2,heckmann_Xylose2_B1,heckmann_Xylose2_B2,heckmann_Xylose3_B1,heckmann_Xylose3_B2,heckmann_Xylose4_B1,heckmann_Xylose4_B2,BOP27(4gL Acetate)R1,BOP27(4gL Acetate)R2,"BOP27(4gLglucose, 5mM methionine)R1","BOP27(4gLglucose, 5mM methionine)R2","BOP27(4gLglucose, W2, 2gL cytidine)R1","BOP27(4gLglucose, W2, 2gL cytidine)R2","BOP27(4gl glucose, M9)R1","BOP27(4gl glucose, M9)R2","BOP27(4glglucose, W2, 2gl glutamine)R1","BOP27(4glglucose, W2, 2gl glutamine)R2",BOP27(4glglucose_NoTE_wDPD)R1,BOP27(4glglucose_NoTE_wDPD)R2,BOP27(Acetylglucosamine)R1,BOP27(Acetylglucosamine)R2,BOP27(Fruc)R1,BOP27(Fruc)R2,BOP27(Fumarate)R1,BOP27(Fumarate)R2,BOP27(Galactose)R1,BOP27(Galactose)R2,BOP27(Glucarate)R1,BOP27(Glucarate)R2,BOP27(Glucose wPQ)R1,BOP27(Glucose wPQ)R2,BOP27(LB)R1,BOP27(LB)R2,BOP27(Pyruvate)R1,BOP27(Pyruvate)R2,BOP27(Sorbitol)R1,BOP27(Sorbitol)R2,BOP27(W2wCytosine)R1,BOP27(W2wCytosine)R2,BOP27(pH5.5)R1,BOP27(pH5.5)R2,CRPAR1 B1,CRPAR1 B2,CRPAR1AR2 B1,CRPAR1AR2 B2,CRPAR2 B1,CRPAR2 B2,Del-Cra_Acetate R1,Del-Cra_Acetate R2,RPOBE546V(Glucose)R1,RPOBE546V(Glucose)R2,RPOBE546V(LB)R1,RPOBE546V(LB)R2,RPOBE672K(Glucose)R1,RPOBE672K(Glucose)R2,RPOBE672K(LB)R1,RPOBE672K(LB)R2,del-cra glucose R1,del-cra glucose R2,del-cra(Fructose)R1,del-cra(Fructose)R2,del-crp glucose R1,del-crp glucose R2,del-crp glycerol R1,del-crp glycerol R2,evo04R1,evo06R3,pgi1R1,pgi1R3,TCS_WT_etoh__PnPR1,TCS_WT_etoh__PnPR2,WT_42C__PnPR1,WT_42C__PnPR2,glu_glu_ale4__glu_403_13__PnPR1,glu_glu_ale4__glu_403_13__PnPR2,hot_tale_hot_ale3_30C__3_228_30C__PnPR1,hot_tale_hot_ale3_30C__3_228_30C__PnPR2,hot_tale_hot_ale3_37C__3_228_37C__PnPR1,hot_tale_hot_ale3_37C__3_228_37C__PnPR2,hot_tale_hot_ale3_44C__3_228_44C__PnPR1,hot_tale_hot_ale3_44C__3_228_44C__PnPR2,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR1,hot_tale_hot_ale3_mid_30C__3_181_30C__PnPR2,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR1,hot_tale_hot_ale3_mid_37C__3_181_37C__PnPR2,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR1,hot_tale_hot_ale3_mid_44C__3_181_44C__PnPR2,ros_tale_7_103_0pq__PnPR1,ros_tale_7_103_0pq__PnPR2,ros_tale_7_103_250pq__PnPR1,ros_tale_7_103_250pq__PnPR2,ros_tale_7_103_750pq__PnPR1,ros_tale_7_103_750pq__PnPR2,tcs_del_baeR_etoh__PnPR1,tcs_del_baeR_etoh__PnPR2,tcs_del_phoB_m9__PnPR1,tcs_del_phoB_m9__PnPR2,tcs_del_phoB_m9p__PnPR1,tcs_del_phoB_m9p__PnPR2,tcs_del_rcsB_etoh__PnPR1,tcs_del_rcsB_etoh__PnPR2,tcs_wt_CuSO4__PnPR1,tcs_wt_CuSO4__PnPR2,tcs_wt_lb__PnPR1,tcs_wt_lb__PnPR2
b4129,-1.06623501,-0.543446465,-1.050202353,-1.01518337,-0.91200476,-1.105524119,-0.282490269,-0.355113367,-0.643799802,-0.672876487,-0.554182885,-0.647195585,-0.610183992,-0.88450595,0.377967041,-0.377967041,-1.376240327,-0.73303161,-0.91667592,-0.673521776,-0.328892491,-0.578891734,1.093560249,-0.475376631,-0.546815589,-0.389336714,-0.712528874,-0.284830222,-0.388606334,-0.26211562,-0.725494116,-0.548006411,-0.706903581,-1.26559734,-0.564658133,-0.141793562,-0.597921623,-0.984390059,-0.514575173,-1.128392981,-0.423436861,-0.389046744,-0.520433523,-0.626644734,-1.422994026,-0.778104282,-1.047999868,-0.849650063,-0.363610704,-1.242530956,-0.809989595,-0.942004035,-0.453150149,-1.022616365,-1.196131415,-1.313513377,-0.185575024,-0.263377905,-0.532602682,-0.963038691,-0.097251032,-0.621241593,-1.358052048,-1.623165211,-1.801436719,-0.376347368,-0.274445282,0.272873229,-0.164299366,-1.555979545,-0.145168146,-0.504870227,-0.476633815,-1.1276274,-0.036489785,0.519482263,0.373359459,-0.822029675,-0.51341674,-0.447764742,0.381389831,0.429196728,-0.07031945,0.30958544,2.019072479,1.755217857,-0.796605395,-0.860036268,1.659081842,1.447770518,-0.034877237,-0.619642463,-1.514533399,-0.527919993,-0.750050181,-0.451126485,0.961238761,-0.803364055,-0.188947052,-0.840627503,-0.530608508,-0.320514156,-1.492607499,-0.948986174,-0.950820502,-1.523652605,-0.503903356,-0.476063389,1.536230941,1.358427333,-0.742981199,-0.103953204,1.290133193,1.13526593,0.090873921,0.064070952,-0.022288374,-0.395221092,-1.074121607,-0.760147102,-0.861677276,0.242259244,-0.04796731,0.04796731,-0.469057127,0.319133394,1.887679412,1.896797546,0.679335299,0.068329627,-0.245007309,0.245007309,-0.190165944,-0.396262229,-0.714750967,-0.187050736,-0.452172927,-0.430023779,-0.068467114,-0.954518672,-0.436099957,-0.916095565,-0.318365346,-0.059000013,-1.520111262,-0.931688035,-0.363018904,-0.875800188,-0.228450232,-0.800271738,1.716214094,2.175422761,0.185706129,-0.472539236,-0.836207043,-0.034512086,2.142603277,1.793768562,1.482439408,0.984837418,1.482519456,1.127503083
b3439,0.335015846,-0.404545736,0.787447532,0.74278372,0.205732609,0.787388975,-0.001678312,0.605773698,-0.419187998,-0.411455658,-0.115136156,-0.195430683,-0.158952819,-0.149511722,0.370779143,-0.370779143,-0.254666763,-0.220602439,0.385399685,0.425487348,0.765327549,-0.374264824,0.837873553,-0.448397242,-0.029522186,0.248182547,-0.007923284,0.36169573,-0.412276847,-0.390537586,0.522616111,0.364818768,0.365642546,0.006644905,0.54810432,-0.383149534,-0.221090698,-0.587882375,-0.4798805,-0.522511961,0.020268682,0.012318645,0.133618977,-0.5275998,-0.159479719,-0.165114999,0.032815539,-0.005162335,-0.157179576,-0.196012647,0.147505888,-0.23355027,-0.572777394,-0.577058821,-0.409548665,-0.428800617,-0.146198799,-0.137498091,-0.485455254,-0.484731541,-0.409030828,-0.470470409,-0.411423753,-0.356472084,0.098369221,0.97057751,1.898916655,1.45704144,0.284948494,-0.921374919,-0.075233109,-0.448426511,1.906486543,1.791464786,2.806321112,2.577260583,2.409497706,0.702512711,0.847791661,0.042079633,1.746983146,2.309667814,0.558295252,-0.445371403,1.353904273,0.408174889,0.97298754,1.131762853,-0.062950245,-0.71594476,1.226320475,1.207327445,-1.470391025,-0.069714386,1.037781445,0.687053816,1.421833102,2.059789463,2.093113988,1.190789034,0.578202863,2.238371903,0.682344153,1.532660752,2.13855329,2.086074019,-1.140331348,0.10089881,-0.9198928,0.162921152,-1.439920932,-0.609718822,-0.414764219,0.035785356,0.421996051,0.479297149,1.033968645,1.043805437,1.553225001,1.750321173,2.211788126,2.593015345,0.092004834,-0.092004834,-0.22246614,-0.435263165,-0.698362337,-0.609653356,0.316613466,0.260859047,0.051722832,-0.051722832,-0.783661409,0.093250633,-2.522099527,-2.493952709,-0.815660107,-0.140607177,-1.488869566,-0.731459236,-2.516213737,-2.453399906,-2.480224194,-2.520970965,-0.705229145,-2.034161998,0.946731355,0.079547272,1.004591012,0.765790738,-2.31364361,0.143354869,-0.77969919,-0.617456151,-0.892313556,-0.292303316,-0.786801788,-0.852586508,-1.001572254,-1.991269397,-1.947368401,-1.833732845
b4403,-1.073970239,-1.155650342,-0.736465152,-0.64624189,1.034792182,1.072049732,-0.957890615,-0.943721068,-0.946155078,-0.938433321,-0.771020319,-0.85103752,0.202214079,-0.400582027,0.321472254,-0.321472254,-0.557190166,-0.073891019,-1.018634044,0.553659818,-1.030218783,-1.029195832,-0.339217539,-0.226505407,1.159056433,1.185071084,-0.877986574,-0.913154728,-0.915386351,-0.719231754,-0.46597619,-0.473359689,-0.074879199,-0.09680242,-0.964581527,-0.992922962,-1.082815354,-1.114603879,-1.042774033,-1.085309397,-1.088873511,-1.088681265,-1.001722761,-0.943388258,-0.98773996,-0.936178266,-0.279381033,-0.502976541,-0.930249454,-0.559545531,-0.056019557,-0.748477397,-1.111607154,-1.115880833,-0.134764161,-0.411126941,-1.064808908,-1.05618468,-1.01232927,-1.011606596,-0.936011799,-0.997365844,-0.700984681,-0.645863151,-1.336297828,-1.258451342,-0.047125283,0.08496089,-3.541557042,-3.518700074,0.224988145,0.067920619,0.275568431,0.1598464,-1.029261092,0.009498809,-0.130695544,-1.403451565,-0.37291467,-0.344021542,-1.008636806,-1.161479572,0.054328694,0.252756283,-1.926746847,-1.912507028,-0.083516375,-0.089205206,-0.164913729,-3.058681766,-2.536728203,-0.981238584,-3.555104536,-3.532875505,-3.517125962,-3.532435767,-1.906460041,-0.202721503,-0.407770052,-2.24532023,-0.432075992,-0.319389948,-3.550943354,-3.545144349,-1.006515402,-1.441676295,-0.044352053,0.148871676,0.07189155,0.278001077,-1.283417841,-1.286809738,0.323012329,-0.951333183,-0.408346896,-0.345640949,-0.47776248,-0.467727894,-0.866847911,-1.367012418,-0.720353367,-1.055924774,-0.445892529,0.445892529,-0.2542427,-1.12076368,1.166971778,1.002598321,1.463011888,0.549263918,-1.136154387,1.136154387,0.469670969,0.740292292,-1.166797359,-1.147590828,0.931052069,0.983011873,0.421835989,0.349349918,-1.162790924,-1.11971053,0.339086546,0.283543411,1.666707925,1.542280537,1.259040851,2.134823796,1.935982449,1.911278438,-0.039781,1.329004887,1.566673738,1.735501909,0.84088302,-0.084975212,0.889739483,0.825298144,0.634606048,0.767289667,2.006079767,1.270876263
b4351,-0.450048029,-0.532444344,0.051753445,0.077352847,0.208386537,0.450539267,0.179396928,0.193771497,-0.309175939,0.1298282,-0.257960481,-0.338413791,-0.327485478,-0.338193844,0.007860721,-0.007860721,-0.318043569,-0.283865795,-0.183713897,-0.238729581,-0.405929431,-0.404898029,-0.225863764,0.469376913,0.276600792,0.390935808,0.308731803,0.318217469,-0.37429302,-0.352436346,0.497181891,0.574183642,-0.338639676,-0.360430792,0.13838092,0.109632089,-0.458968742,-0.491032852,-0.418588892,-0.461484185,-0.465078948,-0.464885046,-0.461192274,-0.525020654,-0.435423473,-0.441058086,-0.351828939,-0.389740155,-0.365743398,-0.384754919,-0.146635105,-0.179048505,-0.488009886,-0.492321005,-0.04788833,-0.067334853,-0.440808887,-0.432111865,0.14095645,0.010602674,-0.310969001,-0.372808091,-0.313377167,-0.258081823,-0.332721208,-0.799709355,-0.606118722,-0.8858756,-1.201452262,-1.886728028,-0.741156105,-0.671953542,-0.699652722,-3.102473204,-0.796117531,-1.938894988,-1.716394087,-1.399497044,-0.006362953,-0.170239142,-0.401416416,-0.952568186,-0.363895851,-0.745640031,-1.12751832,-1.370744234,-1.04310485,-0.984840729,-1.910744206,-2.44386923,-0.585666585,-1.444333209,-2.370558617,-0.804022131,-1.061824072,-0.512225024,-1.755309199,-1.857674687,-1.470867168,-1.460945715,-0.848586204,-2.910476333,-0.346936772,-0.274270806,-3.29296547,-2.993536974,-1.469474484,-1.289026102,0.300918957,-0.689557536,-3.712337448,-1.382735694,-0.414805965,-1.349070752,-1.369966092,-2.099188621,-1.045341759,-2.793252505,-1.289900397,-2.128677739,-1.891877112,-1.95925262,-0.156157587,0.156157587,0.429856298,-0.360954184,0.140524792,-1.019606002,-0.97861393,0.647709759,-0.487591993,0.487591993,-0.72940619,-1.916802843,-0.228967034,-2.395216822,0.332661009,-1.878762415,-0.510836753,0.295758343,-1.1524723,-0.118970754,-2.380102328,-1.72545099,-1.052280538,-1.578159986,-2.398237833,-0.480740708,-0.539268207,-2.338164965,-0.661452321,0.666119011,-2.235591968,-1.468981082,-0.698603655,-1.920247498,1.182174081,-2.244767513,-2.298348272,-0.604853641,-0.299747035,-1.851562305
b0415,-0.077780023,-0.424557361,0.073457319,-0.026621351,-0.343166371,-0.214302455,0.659611011,0.415014483,-0.06563798,0.199474262,-0.798554538,0.215927669,0.031638341,-0.104854203,0.022827627,-0.022827627,-0.472649566,-0.020021605,-0.510829047,-0.483759739,0.310459983,-0.047172457,0.004934016,0.231872889,-0.317289582,-0.187500605,0.108313538,-0.105091136,-0.453627419,-0.192629746,0.561394258,-0.009975661,0.226355988,0.249885906,0.315260021,-0.445953652,0.274810201,-0.157750784,-0.186679603,-0.229073838,-0.620392868,-0.116653915,-0.172786768,-0.586179068,-0.154039861,-0.344236414,0.175271518,-0.02342363,-0.084343839,0.008629234,-0.39085324,-0.02039484,-0.183987332,0.226954188,-0.255034215,0.045346194,0.111887721,-0.045435114,0.135353707,0.285272088,0.450228994,-0.49633374,0.227082412,0.260047889,-0.889225659,1.896378282,1.97467728,1.398873184,-0.025502722,1.369675143,-0.03039419,0.220274813,1.291715702,-2.156955413,2.083545819,2.988234146,3.528015459,-0.360730478,1.585262435,2.849173868,3.638442067,3.553575921,1.483673127,2.965866255,3.265790236,3.135769465,0.484606004,1.40110092,2.854002876,3.441577576,0.816047253,0.950159633,-2.399227926,0.54634092,2.433394985,1.006170978,3.745182929,1.342811052,0.307848597,3.098342069,3.191222101,0.852557187,1.288015742,1.638937843,1.831576545,0.553252354,-0.674009994,2.043366879,-1.883022784,1.469394431,-1.752104717,0.628736515,1.794135039,1.537334856,2.088641829,0.611029891,1.203504185,-0.816035472,3.223709441,0.087836256,2.417757708,3.272985251,0.622749693,-0.622749693,1.145161269,3.357273268,2.190614965,0.597244169,2.635085233,-0.141739287,-0.89627287,0.89627287,0.179545551,-0.709257461,-1.085353713,-0.896643744,-0.268283146,-3.603107056,0.42157645,0.331550659,-0.240586304,0.075093976,-3.168522215,-1.473918002,-0.31310542,0.473507738,-0.587013031,0.74108702,1.55002716,-2.816089035,-0.248083442,-0.525037974,-0.354256046,-0.016059869,1.111252193,0.654953044,0.168969722,-2.107253073,1.83729087,0.876521199,-2.606508103,0.690486694
b0675,-0.830275218,-0.365024044,0.140387852,0.69445971,-0.950317234,-0.541117303,0.076055913,0.251685266,-0.505504488,-0.419405871,-0.270310133,-0.338460436,0.57348203,0.634042988,-0.08027661,0.08027661,0.213758766,0.652745983,-0.187970315,-0.746892912,0.098217946,-0.678411644,-0.408543011,-0.453674053,-0.286921326,-0.375274528,0.192834712,-0.435646176,-0.208886809,2.107177727,0.741278857,-1.581406119,-0.332638507,-0.929665487,0.165382038,-0.791417513,-0.354729406,-1.479485742,-0.495614131,-0.663412233,-1.113977727,-1.664051967,-0.910528974,-0.968491495,-0.726416279,-0.523321048,0.289357239,0.397300306,0.247761091,0.187838455,-1.037844639,-0.742305866,-0.392944402,-0.749744676,-0.834973762,-0.841958939,-0.52306893,-0.292901147,-0.42052349,0.103922101,-0.132198658,-0.20738256,0.081694082,0.402545688,-3.730691299,-0.79889337,-0.089330676,0.397748135,-2.350398569,-2.265260576,-0.258722212,-0.828181493,-1.795320663,-1.908168328,0.596452541,0.806891051,-0.437579131,-0.16991331,-0.603711278,-0.350743282,2.611593823,2.413977925,0.810008974,0.556450996,0.149330657,2.940109297,-0.509602841,-0.495299286,-0.049180702,-0.858168055,-0.149964219,-0.719366931,-3.064189248,-0.628984447,-0.780529517,-0.003937432,-0.25395984,-0.559764688,-0.667829555,-0.889115854,-1.41634661,-1.101119689,-1.364025256,-1.340190528,-0.885832028,-2.180512331,-1.029698969,-0.516953695,-1.76774034,-1.277408487,-3.501091522,-1.184797777,0.255199311,-0.582598706,-1.607656172,-1.066942938,-0.330559119,-2.253484521,-0.400651047,-3.395501956,-0.76542134,-0.194119139,-0.388641615,0.388641615,-0.566986977,-0.138719198,0.80029565,0.089359183,2.261665829,1.808977468,-0.373004078,0.373004078,0.687771599,0.117459956,0.604039355,-0.499153737,1.241572867,1.18118949,0.05598032,0.167641741,-0.586666007,0.786403067,0.500558749,0.696174111,1.670147621,0.962422104,1.278275065,1.732964113,1.742382262,1.83026164,-0.236923809,1.104588517,1.032997296,1.211775807,1.113954529,1.504186351,1.672859149,-1.922855055,1.799726393,-0.605169842,0.782856662,0.866869483
b0115,-1.188354856,-0.729923874,-1.120626447,-1.149257329,-1.351852263,-1.270612105,-0.530095182,-0.848292534,-0.2442062,-0.382574699,-0.625618681,-0.359103499,-0.312416619,-0.094342236,-0.03966914,0.03966914,-0.39860746,-0.449786704,-0.212231764,-0.477605272,-0.470079682,-0.22289879,-0.948121766,-1.197336305,-1.063528629,-1.283640884,-1.170410272,-1.232758082,-1.321260558,-1.396373299,-1.408800109,-1.175591702,-1.06845845,-0.967604163,-1.310822163,-1.069164492,-0.130531659,-0.361662847,-0.310827245,-0.408020223,-0.110563183,0.069552023,-0.475883072,-0.517396666,-0.247199157,-0.214417125,-0.027799511,-0.145144695,0.020454588,-0.030111636,-0.857589601,-0.775862372,-0.693224591,-0.189582671,-0.94414407,-0.893956037,0.187798537,0.17614851,-0.474799176,-0.528990417,-0.06192124,0.068831819,-0.359431012,-0.66127469,-1.366330088,-1.706164771,-0.178264238,-0.424764044,0.33906373,-0.034560996,0.457229298,0.22888653,0.235494501,0.820336537,-0.335616765,-0.409158649,-0.088143418,0.291669151,-0.031710845,-0.392440339,-0.226552182,-0.434270047,0.262673248,-0.0742289,0.71624084,0.743260996,0.25632985,0.070081762,1.186458182,1.12282392,1.373836618,1.541731689,0.334088549,-0.390982722,-0.608720082,-0.054233143,0.692029707,1.046235654,-0.703715021,-0.415799518,-0.42954616,-0.78429543,-0.209092242,-0.339306397,-0.506265406,-0.295519527,0.243743954,-0.020480654,1.662003242,1.864938059,0.160916201,0.492127355,1.225719153,1.580951513,0.791708168,0.476932669,0.741661833,0.868541378,-0.61601449,-0.273438404,-0.628206582,-0.611095597,-0.070177343,0.070177343,-0.190561549,-0.671912645,1.335103042,1.420870708,-0.820209661,0.073811137,-0.08778253,0.08778253,-1.46073676,-0.919062097,-0.746895438,-0.645805524,-0.316764486,-0.134184999,-0.556261679,-0.983479251,-0.43614293,-0.791900244,0.374535797,0.64531424,-1.559676917,-1.593809616,-1.039270122,-1.31492149,-1.249074859,-0.880981412,1.3855037,1.472133457,0.450695705,0.114839023,-0.043421929,0.111118607,1.487343438,1.890352424,1.24495841,0.723292972,0.90712577,1.040169147
b3591,0.133733854,0.256767229,-0.25114307,-0.05075321,0.273383456,0.245896554,0.12797083,0.506355552,0.227271234,0.305433098,0.429906775,0.18965536,0.418422728,0.45474425,0.04271395,-0.04271395,-0.054148767,0.080212844,0.29672314,0.547606812,-0.366016561,-0.854470242,0.225076311,0.068651306,0.022015997,0.303498367,-0.009503644,0.521792427,-0.006881898,0.203935617,0.403708965,0.705061265,-0.034390143,0.195802529,0.453148003,-0.298059818,0.216497564,0.160413773,-0.390956446,-0.323676895,0.388388024,0.183127774,0.501004039,0.16836659,0.005692616,0.295365476,-0.037800302,0.153296502,-0.806408533,0.048114012,0.023765888,0.094410657,-0.211576855,-0.435873513,-0.008587026,0.254148356,-0.231426906,0.036127852,-0.125124873,-0.365123658,0.207714365,0.240962732,0.880044736,0.432529409,-1.256679676,-0.24470288,0.277382413,0.22458735,-4.077743723,-4.015226283,0.589933423,-0.657195896,-1.073213567,-1.190251127,0.739876715,0.636935529,0.00648732,-0.893468644,0.237310102,-0.559738505,0.795283797,0.411856431,0.240841193,0.877888335,-0.29176138,-0.768793254,-1.476620203,-0.692036957,-1.384570415,-1.92920296,-0.693913117,-0.846771621,-3.072180349,-0.744944918,0.446272662,-0.240656213,0.703718449,-0.562248981,-0.618542666,-4.871305539,-1.147365061,-1.641527026,0.362550473,0.387407713,-1.123620455,-4.130715811,-0.811747869,-0.764210712,-0.623716174,-1.371733304,-3.34275494,0.209188505,-0.930766269,-3.963326476,-1.528773168,-1.315371328,-1.11428839,-1.103743501,-1.130797614,-1.784802908,-0.778329131,-0.7154762,0.01485362,-0.01485362,-0.48303488,0.227669238,-0.520353325,-3.478060964,0.951152386,-0.753002045,-0.914785412,0.914785412,-1.180371826,-2.364709402,-1.457046226,2.865275713,-0.332236958,-1.210803584,-1.155114225,-0.47574131,-4.038625457,-1.017660531,-3.531747191,-3.571831789,-0.363105189,-2.55133393,-2.459277262,0.214712358,0.511191099,0.485266237,1.343899652,-1.708692694,-1.392085368,-1.224207326,-2.195262381,-2.186386548,-0.827216633,0.25677319,-2.544251684,-2.502859316,-4.006277161,-3.940959474
b0912,-0.521228377,-1.699764712,0.169275105,0.350960088,-0.858093306,-0.297582859,-0.375713893,0.008842085,-0.561736477,-0.310886653,-0.411836718,-0.872462955,-0.486964542,-0.414582607,-0.216236357,0.216236357,0.238108635,0.23661975,-0.931215359,-1.342778911,-0.882113668,-0.926644711,-0.564434523,0.106572159,-0.328729709,0.082210166,0.212926146,0.339725953,0.126518964,-0.071028136,0.461030822,0.19676285,0.085086792,-0.038221452,0.260675141,0.248880654,-1.314619651,-1.099640141,-0.260911145,-1.761686755,-0.523784762,-0.618940858,-1.302344237,-1.380749365,-1.612260728,-1.33734925,-0.228092341,-0.816213667,0.011778055,-0.968483553,-0.982196599,-0.769996689,-1.208218397,-1.44205597,-0.788665181,-1.051629892,-2.106114955,-1.013057877,-0.76901553,-1.634266917,-0.50451192,-1.157174913,-1.936451616,-0.961055985,0.438176481,0.495645115,0.118154107,-0.094996766,0.895472201,-0.336540183,0.137402829,-0.232815825,1.03267659,0.133452557,1.399606686,1.274554116,-0.039261693,-0.281804528,0.321901881,-0.249349592,0.061345354,0.286125608,-0.448031988,-0.728295699,0.097733229,0.459356765,0.718606902,0.566402877,-1.081546525,-1.579658699,0.062373799,0.1982627,-1.398956922,-0.035034555,0.538072894,1.425291863,0.32042102,0.634019767,0.791768926,0.062276987,0.376713992,0.451371474,0.011323842,0.301932948,0.840255991,0.952162523,0.597463694,0.410664195,-0.788369435,-0.253951483,-2.228080488,0.03175894,0.079415722,-0.958952778,0.469580305,0.552260612,0.430428256,-0.000656374,0.494465965,0.557516599,0.784164283,0.359546991,0.049141366,-0.049141366,0.338675485,0.118417611,-0.553154549,-0.45996693,0.726922506,0.766285434,-0.21575682,0.21575682,-0.417680012,-0.360929711,-0.48443832,-0.724439108,-0.063058875,-0.126208316,-0.260182073,-0.341850673,-0.541124348,-0.547514662,-0.286338435,-0.076425422,0.187201401,0.186431083,0.524904174,0.597155831,0.588664233,0.375265834,-0.775087029,-0.497034799,0.468716813,0.493140802,0.565775752,0.734384343,-0.078629524,-0.753950957,-0.251373475,-0.523042859,-0.008313798,-0.022051585
b3733,0.966756026,0.848941534,0.914981824,0.987776719,0.261246182,0.375444264,0.42508596,0.351969517,-0.241164712,-0.006493421,-0.175910207,0.005448877,-0.173625292,-0.083230898,0.012399075,-0.012399075,-0.170370315,-0.061821609,-0.757936034,-0.836618102,0.641972991,0.781985682,-0.633857193,0.327585566,0.092594802,0.367227321,0.222908405,-0.056415024,0.431620039,0.388426359,0.539948131,0.540016698,0.112812655,0.276427471,0.528263036,0.16708248,-0.19084507,-0.678272767,0.536678738,0.113574268,-0.710536647,-1.029121912,0.003916694,-0.063938925,-1.113092031,-0.940145882,-0.477102017,-0.693462159,-0.15346216,-0.625755988,-0.352281295,-0.346630074,-0.365381843,-0.550277624,-0.200506791,-0.394509017,0.204125366,0.025091798,1.276584913,0.995802909,1.554513839,1.288282309,0.519213565,0.866804681,0.58080163,-0.260373265,0.217103613,0.039439557,0.486090105,-0.28183298,0.410460579,0.03968036,-0.039945879,0.648995171,-0.154239313,-0.424549546,0.231203055,0.140286074,0.84450639,0.373716854,0.04532427,-0.058861766,0.699837249,0.458178078,-0.028840871,0.212081933,0.090703875,-0.002241178,-0.613224928,-1.29017964,0.496112605,0.585234679,1.306914177,0.343826648,-0.999276707,-0.221703338,-1.06395623,-0.649498655,0.188070231,0.086510005,0.672082709,0.225679323,0.723575382,0.978215039,-0.092247721,-0.11912939,0.109972243,0.172155896,0.703216367,0.574952837,-0.095049495,0.611587358,0.65262088,-0.190594332,0.302646087,0.241350633,0.421801624,0.624538378,-1.264167934,-1.243199694,-1.271227067,-1.829906917,-0.054314717,0.054314717,-0.061704825,-0.74520175,1.310195572,1.376678674,-0.301785226,0.639409458,0.023607003,-0.023607003,0.456284021,0.517335144,0.164698559,-0.374863735,-0.24546544,-0.311412779,0.757618532,0.54495174,0.152883716,0.077927955,-0.615232827,0.097956065,1.085382082,0.844328968,1.337411338,1.004203219,0.768674423,1.083632466,1.154784008,1.449740826,0.926243446,0.72808495,0.29803026,0.364794117,1.528037442,1.755372548,1.100727746,0.923114156,1.452859079,1.09687198
